"time_steps","fancy-sweep-9 - _step","fancy-sweep-9 - _step__MIN","fancy-sweep-9 - _step__MAX","fancy-sweep-9 - agent_avg_eval_r_mean","fancy-sweep-9 - agent_avg_eval_r_mean__MIN","fancy-sweep-9 - agent_avg_eval_r_mean__MAX","fragrant-sweep-8 - _step","fragrant-sweep-8 - _step__MIN","fragrant-sweep-8 - _step__MAX","fragrant-sweep-8 - agent_avg_eval_r_mean","fragrant-sweep-8 - agent_avg_eval_r_mean__MIN","fragrant-sweep-8 - agent_avg_eval_r_mean__MAX","deft-sweep-7 - _step","deft-sweep-7 - _step__MIN","deft-sweep-7 - _step__MAX","deft-sweep-7 - agent_avg_eval_r_mean","deft-sweep-7 - agent_avg_eval_r_mean__MIN","deft-sweep-7 - agent_avg_eval_r_mean__MAX","treasured-sweep-6 - _step","treasured-sweep-6 - _step__MIN","treasured-sweep-6 - _step__MAX","treasured-sweep-6 - agent_avg_eval_r_mean","treasured-sweep-6 - agent_avg_eval_r_mean__MIN","treasured-sweep-6 - agent_avg_eval_r_mean__MAX","pleasant-sweep-5 - _step","pleasant-sweep-5 - _step__MIN","pleasant-sweep-5 - _step__MAX","pleasant-sweep-5 - agent_avg_eval_r_mean","pleasant-sweep-5 - agent_avg_eval_r_mean__MIN","pleasant-sweep-5 - agent_avg_eval_r_mean__MAX","scarlet-sweep-4 - _step","scarlet-sweep-4 - _step__MIN","scarlet-sweep-4 - _step__MAX","scarlet-sweep-4 - agent_avg_eval_r_mean","scarlet-sweep-4 - agent_avg_eval_r_mean__MIN","scarlet-sweep-4 - agent_avg_eval_r_mean__MAX","serene-sweep-2 - _step","serene-sweep-2 - _step__MIN","serene-sweep-2 - _step__MAX","serene-sweep-2 - agent_avg_eval_r_mean","serene-sweep-2 - agent_avg_eval_r_mean__MIN","serene-sweep-2 - agent_avg_eval_r_mean__MAX","zesty-sweep-3 - _step","zesty-sweep-3 - _step__MIN","zesty-sweep-3 - _step__MAX","zesty-sweep-3 - agent_avg_eval_r_mean","zesty-sweep-3 - agent_avg_eval_r_mean__MIN","zesty-sweep-3 - agent_avg_eval_r_mean__MAX","gentle-sweep-1 - _step","gentle-sweep-1 - _step__MIN","gentle-sweep-1 - _step__MAX","gentle-sweep-1 - agent_avg_eval_r_mean","gentle-sweep-1 - agent_avg_eval_r_mean__MIN","gentle-sweep-1 - agent_avg_eval_r_mean__MAX","helpful-sweep-3 - _step","helpful-sweep-3 - _step__MIN","helpful-sweep-3 - _step__MAX","helpful-sweep-3 - agent_avg_eval_r_mean","helpful-sweep-3 - agent_avg_eval_r_mean__MIN","helpful-sweep-3 - agent_avg_eval_r_mean__MAX"
"62900","37","37","37","20.950544484797494","20.950544484797494","20.950544484797494","37","37","37","22.51293502041731","22.51293502041731","22.51293502041731","37","37","37","21.98217710938577","21.98217710938577","21.98217710938577","37","37","37","20.447849804908415","20.447849804908415","20.447849804908415","37","37","37","19.28710537668158","19.28710537668158","19.28710537668158","37","37","37","23.569164565665115","23.569164565665115","23.569164565665115","37","37","37","20.95343080934235","20.95343080934235","20.95343080934235","37","37","37","22.086824651789293","22.086824651789293","22.086824651789293","37","37","37","21.394770528903823","21.394770528903823","21.394770528903823","37","37","37","19.22933562073958","19.22933562073958","19.22933562073958"
"64600","38","38","38","21.611720792878724","21.611720792878724","21.611720792878724","38","38","38","22.902868747024886","22.902868747024886","22.902868747024886","38","38","38","22.975570887665413","22.975570887665413","22.975570887665413","38","38","38","21.166834428880325","21.166834428880325","21.166834428880325","38","38","38","19.61407848663789","19.61407848663789","19.61407848663789","38","38","38","24.481328625346297","24.481328625346297","24.481328625346297","38","38","38","21.387388640410805","21.387388640410805","21.387388640410805","38","38","38","22.73540165391829","22.73540165391829","22.73540165391829","38","38","38","22.419294848394006","22.419294848394006","22.419294848394006","38","38","38","19.77389323358055","19.77389323358055","19.77389323358055"
"66300","39","39","39","22.2462082543995","22.2462082543995","22.2462082543995","39","39","39","22.96369119605091","22.96369119605091","22.96369119605091","39","39","39","23.623130436358824","23.623130436358824","23.623130436358824","39","39","39","21.401007937921484","21.401007937921484","21.401007937921484","39","39","39","20.210565337696796","20.210565337696796","20.210565337696796","39","39","39","25.325224993287687","25.325224993287687","25.325224993287687","39","39","39","20.977259105291573","20.977259105291573","20.977259105291573","39","39","39","23.347872085938764","23.347872085938764","23.347872085938764","39","39","39","22.52072446007649","22.52072446007649","22.52072446007649","39","39","39","20.798751399045788","20.798751399045788","20.798751399045788"
"68000","40","40","40","22.4067489766634","22.4067489766634","22.4067489766634","40","40","40","23.65367492760204","23.65367492760204","23.65367492760204","40","40","40","24.04925478681681","24.04925478681681","24.04925478681681","40","40","40","22.805652699951107","22.805652699951107","22.805652699951107","40","40","40","20.962797151281702","20.962797151281702","20.962797151281702","40","40","40","25.87047556097619","25.87047556097619","25.87047556097619","40","40","40","21.380581819691447","21.380581819691447","21.380581819691447","40","40","40","24.317010391722594","24.317010391722594","24.317010391722594","40","40","40","23.213040645284913","23.213040645284913","23.213040645284913","40","40","40","22.31232802299245","22.31232802299245","22.31232802299245"
"69700","41","41","41","22.93135262993087","22.93135262993087","22.93135262993087","41","41","41","25.03609934908197","25.03609934908197","25.03609934908197","41","41","41","25.05796699349272","25.05796699349272","25.05796699349272","41","41","41","23.083841358678782","23.083841358678782","23.083841358678782","41","41","41","21.756441099108592","21.756441099108592","21.756441099108592","41","41","41","26.533221700883036","26.533221700883036","26.533221700883036","41","41","41","22.328557834362417","22.328557834362417","22.328557834362417","41","41","41","25.288199941525686","25.288199941525686","25.288199941525686","41","41","41","24.595736885318182","24.595736885318182","24.595736885318182","41","41","41","22.551308810686287","22.551308810686287","22.551308810686287"
"71400","42","42","42","23.919242473537256","23.919242473537256","23.919242473537256","42","42","42","26.393227896185568","26.393227896185568","26.393227896185568","42","42","42","25.66683967602783","25.66683967602783","25.66683967602783","42","42","42","24.50973247560259","24.50973247560259","24.50973247560259","42","42","42","22.987761112225954","22.987761112225954","22.987761112225954","42","42","42","26.636767431063294","26.636767431063294","26.636767431063294","42","42","42","22.577605800058464","22.577605800058464","22.577605800058464","42","42","42","25.646563236881757","25.646563236881757","25.646563236881757","42","42","42","25.558843266185868","25.558843266185868","25.558843266185868","42","42","42","23.439950041349956","23.439950041349956","23.439950041349956"
"73100","43","43","43","25.20781639077685","25.20781639077685","25.20781639077685","43","43","43","27.40421597604058","27.40421597604058","27.40421597604058","43","43","43","26.096322294881634","26.096322294881634","26.096322294881634","43","43","43","25.152521922811573","25.152521922811573","25.152521922811573","43","43","43","23.280825650648275","23.280825650648275","23.280825650648275","43","43","43","27.507616971170236","27.507616971170236","27.507616971170236","43","43","43","23.468710945322478","23.468710945322478","23.468710945322478","43","43","43","26.72836682380515","26.72836682380515","26.72836682380515","43","43","43","25.76991273485427","25.76991273485427","25.76991273485427","43","43","43","24.30296192767572","24.30296192767572","24.30296192767572"
"74800","44","44","44","26.223983766495277","26.223983766495277","26.223983766495277","44","44","44","28.71455433200583","28.71455433200583","28.71455433200583","44","44","44","27.229629240981932","27.229629240981932","27.229629240981932","44","44","44","25.631015924348066","25.631015924348066","25.631015924348066","44","44","44","23.840122261326304","23.840122261326304","23.840122261326304","44","44","44","28.237457969221296","28.237457969221296","28.237457969221296","44","44","44","23.78345456966122","23.78345456966122","23.78345456966122","44","44","44","27.764254010345677","27.764254010345677","27.764254010345677","44","44","44","26.022273940224867","26.022273940224867","26.022273940224867","44","44","44","24.340770562591985","24.340770562591985","24.340770562591985"
"76500","45","45","45","27.265487504169847","27.265487504169847","27.265487504169847","45","45","45","29.73378910540795","29.73378910540795","29.73378910540795","45","45","45","28.64080817109719","28.64080817109719","28.64080817109719","45","45","45","26.570520939876445","26.570520939876445","26.570520939876445","45","45","45","25.18985041702216","25.18985041702216","25.18985041702216","45","45","45","29.33468610330364","29.33468610330364","29.33468610330364","45","45","45","25.169734137839203","25.169734137839203","25.169734137839203","45","45","45","27.8370905723244","27.8370905723244","27.8370905723244","45","45","45","26.838910591578006","26.838910591578006","26.838910591578006","45","45","45","25.535688852378247","25.535688852378247","25.535688852378247"
"78200","46","46","46","28.19259556126326","28.19259556126326","28.19259556126326","46","46","46","30.91951341311942","30.91951341311942","30.91951341311942","46","46","46","29.829820365812893","29.829820365812893","29.829820365812893","46","46","46","27.46484999079315","27.46484999079315","27.46484999079315","46","46","46","26.68671883069362","26.68671883069362","26.68671883069362","46","46","46","29.538339908108938","29.538339908108938","29.538339908108938","46","46","46","26.05926579752765","26.05926579752765","26.05926579752765","46","46","46","29.008687420993805","29.008687420993805","29.008687420993805","46","46","46","28.05359221679643","28.05359221679643","28.05359221679643","46","46","46","26.44614248810178","26.44614248810178","26.44614248810178"
"79900","47","47","47","29.351366900663617","29.351366900663617","29.351366900663617","47","47","47","31.60443043129202","31.60443043129202","31.60443043129202","47","47","47","30.881662841830444","30.881662841830444","30.881662841830444","47","47","47","27.773665037808136","27.773665037808136","27.773665037808136","47","47","47","27.611904955030894","27.611904955030894","27.611904955030894","47","47","47","30.54249485108366","30.54249485108366","30.54249485108366","47","47","47","26.80332765427889","26.80332765427889","26.80332765427889","47","47","47","29.95552501488442","29.95552501488442","29.95552501488442","47","47","47","28.649067310661007","28.649067310661007","28.649067310661007","47","47","47","27.659889670518336","27.659889670518336","27.659889670518336"
"81600","48","48","48","30.050954990469315","30.050954990469315","30.050954990469315","48","48","48","31.90369135053793","31.90369135053793","31.90369135053793","48","48","48","31.229008142036033","31.229008142036033","31.229008142036033","48","48","48","29.040670180556216","29.040670180556216","29.040670180556216","48","48","48","28.075172237641578","28.075172237641578","28.075172237641578","48","48","48","31.960136281010467","31.960136281010467","31.960136281010467","48","48","48","28.016042447672433","28.016042447672433","28.016042447672433","48","48","48","30.483759047747657","30.483759047747657","30.483759047747657","48","48","48","28.90955811507942","28.90955811507942","28.90955811507942","48","48","48","28.131791568802438","28.131791568802438","28.131791568802438"
"83300","49","49","49","31.07421886794428","31.07421886794428","31.07421886794428","49","49","49","33.205654498729494","33.205654498729494","33.205654498729494","49","49","49","32.669403811196055","32.669403811196055","32.669403811196055","49","49","49","30.195996794077722","30.195996794077722","30.195996794077722","49","49","49","28.676026544557914","28.676026544557914","28.676026544557914","49","49","49","32.82374291221523","32.82374291221523","32.82374291221523","49","49","49","29.3655178685279","29.3655178685279","29.3655178685279","49","49","49","31.924086723425525","31.924086723425525","31.924086723425525","49","49","49","30.252512890297666","30.252512890297666","30.252512890297666","49","49","49","28.547921538748195","28.547921538748195","28.547921538748195"
"85000","50","50","50","32.20774221178037","32.20774221178037","32.20774221178037","50","50","50","34.08515848998957","34.08515848998957","34.08515848998957","50","50","50","33.28959267372459","33.28959267372459","33.28959267372459","50","50","50","31.557733597941464","31.557733597941464","31.557733597941464","50","50","50","29.292197297046368","29.292197297046368","29.292197297046368","50","50","50","33.371578622973196","33.371578622973196","33.371578622973196","50","50","50","30.119457967089502","30.119457967089502","30.119457967089502","50","50","50","32.5483842035856","32.5483842035856","32.5483842035856","50","50","50","30.911624538642396","30.911624538642396","30.911624538642396","50","50","50","29.22132489328908","29.22132489328908","29.22132489328908"
"86700","51","51","51","32.759644219521164","32.759644219521164","32.759644219521164","51","51","51","35.24997497368678","35.24997497368678","35.24997497368678","51","51","51","34.271327309252335","34.271327309252335","34.271327309252335","51","51","51","32.32721135674348","32.32721135674348","32.32721135674348","51","51","51","29.88033007674166","29.88033007674166","29.88033007674166","51","51","51","33.93016492577116","33.93016492577116","33.93016492577116","51","51","51","30.98743872232889","30.98743872232889","30.98743872232889","51","51","51","33.784724595589694","33.784724595589694","33.784724595589694","51","51","51","31.823644942426345","31.823644942426345","31.823644942426345","51","51","51","30.877529657923983","30.877529657923983","30.877529657923983"
"88400","52","52","52","34.150011035513764","34.150011035513764","34.150011035513764","52","52","52","35.59118230670563","35.59118230670563","35.59118230670563","52","52","52","35.43338574921748","35.43338574921748","35.43338574921748","52","52","52","33.489497667523025","33.489497667523025","33.489497667523025","52","52","52","31.247331859857894","31.247331859857894","31.247331859857894","52","52","52","35.16978360619837","35.16978360619837","35.16978360619837","52","52","52","31.452902631328882","31.452902631328882","31.452902631328882","52","52","52","34.44786347083092","34.44786347083092","34.44786347083092","52","52","52","32.41251862292187","32.41251862292187","32.41251862292187","52","52","52","32.13257158008241","32.13257158008241","32.13257158008241"
"90100","53","53","53","35.44614090218937","35.44614090218937","35.44614090218937","53","53","53","36.61416890785897","36.61416890785897","36.61416890785897","53","53","53","36.86924493225661","36.86924493225661","36.86924493225661","53","53","53","34.32806951135171","34.32806951135171","34.32806951135171","53","53","53","32.21106428727669","32.21106428727669","32.21106428727669","53","53","53","35.62656629221307","35.62656629221307","35.62656629221307","53","53","53","31.692812596670787","31.692812596670787","31.692812596670787","53","53","53","35.188815119372514","35.188815119372514","35.188815119372514","53","53","53","33.61507835538759","33.61507835538759","33.61507835538759","53","53","53","32.80832071346108","32.80832071346108","32.80832071346108"
"91800","54","54","54","36.42723831849291","36.42723831849291","36.42723831849291","54","54","54","36.77142772141374","36.77142772141374","36.77142772141374","54","54","54","37.58314499107687","37.58314499107687","37.58314499107687","54","54","54","34.91791138949361","34.91791138949361","34.91791138949361","54","54","54","32.879071337401164","32.879071337401164","32.879071337401164","54","54","54","37.059600508668424","37.059600508668424","37.059600508668424","54","54","54","32.80801837619731","32.80801837619731","32.80801837619731","54","54","54","36.414752241796506","36.414752241796506","36.414752241796506","54","54","54","34.462684253542506","34.462684253542506","34.462684253542506","54","54","54","33.61765048627196","33.61765048627196","33.61765048627196"
"93500","55","55","55","37.56523246688134","37.56523246688134","37.56523246688134","55","55","55","38.11339612350147","38.11339612350147","38.11339612350147","55","55","55","37.8232676772275","37.8232676772275","37.8232676772275","55","55","55","36.11129273601381","36.11129273601381","36.11129273601381","55","55","55","34.214967654153654","34.214967654153654","34.214967654153654","55","55","55","37.646862595990655","37.646862595990655","37.646862595990655","55","55","55","34.20323443440228","34.20323443440228","34.20323443440228","55","55","55","37.195769432042354","37.195769432042354","37.195769432042354","55","55","55","35.08913340465624","35.08913340465624","35.08913340465624","55","55","55","34.00782517341167","34.00782517341167","34.00782517341167"
"95200","56","56","56","38.31946163753154","38.31946163753154","38.31946163753154","56","56","56","38.32300555372257","38.32300555372257","38.32300555372257","56","56","56","38.810788265434596","38.810788265434596","38.810788265434596","56","56","56","36.848958154548924","36.848958154548924","36.848958154548924","56","56","56","34.99608085893778","34.99608085893778","34.99608085893778","56","56","56","38.030054714434925","38.030054714434925","38.030054714434925","56","56","56","34.799561046106675","34.799561046106675","34.799561046106675","56","56","56","38.26081996704638","38.26081996704638","38.26081996704638","56","56","56","35.85032759050753","35.85032759050753","35.85032759050753","56","56","56","35.683775131549304","35.683775131549304","35.683775131549304"
