"time_steps","peach-sweep-10 - _step","peach-sweep-10 - _step__MIN","peach-sweep-10 - _step__MAX","peach-sweep-10 - collision_end_mean","peach-sweep-10 - collision_end_mean__MIN","peach-sweep-10 - collision_end_mean__MAX","exalted-sweep-9 - _step","exalted-sweep-9 - _step__MIN","exalted-sweep-9 - _step__MAX","exalted-sweep-9 - collision_end_mean","exalted-sweep-9 - collision_end_mean__MIN","exalted-sweep-9 - collision_end_mean__MAX","balmy-sweep-8 - _step","balmy-sweep-8 - _step__MIN","balmy-sweep-8 - _step__MAX","balmy-sweep-8 - collision_end_mean","balmy-sweep-8 - collision_end_mean__MIN","balmy-sweep-8 - collision_end_mean__MAX","still-sweep-7 - _step","still-sweep-7 - _step__MIN","still-sweep-7 - _step__MAX","still-sweep-7 - collision_end_mean","still-sweep-7 - collision_end_mean__MIN","still-sweep-7 - collision_end_mean__MAX","graceful-sweep-6 - _step","graceful-sweep-6 - _step__MIN","graceful-sweep-6 - _step__MAX","graceful-sweep-6 - collision_end_mean","graceful-sweep-6 - collision_end_mean__MIN","graceful-sweep-6 - collision_end_mean__MAX","lively-sweep-5 - _step","lively-sweep-5 - _step__MIN","lively-sweep-5 - _step__MAX","lively-sweep-5 - collision_end_mean","lively-sweep-5 - collision_end_mean__MIN","lively-sweep-5 - collision_end_mean__MAX","astral-sweep-4 - _step","astral-sweep-4 - _step__MIN","astral-sweep-4 - _step__MAX","astral-sweep-4 - collision_end_mean","astral-sweep-4 - collision_end_mean__MIN","astral-sweep-4 - collision_end_mean__MAX","light-sweep-3 - _step","light-sweep-3 - _step__MIN","light-sweep-3 - _step__MAX","light-sweep-3 - collision_end_mean","light-sweep-3 - collision_end_mean__MIN","light-sweep-3 - collision_end_mean__MAX","eternal-sweep-2 - _step","eternal-sweep-2 - _step__MIN","eternal-sweep-2 - _step__MAX","eternal-sweep-2 - collision_end_mean","eternal-sweep-2 - collision_end_mean__MIN","eternal-sweep-2 - collision_end_mean__MAX","hardy-sweep-1 - _step","hardy-sweep-1 - _step__MIN","hardy-sweep-1 - _step__MAX","hardy-sweep-1 - collision_end_mean","hardy-sweep-1 - collision_end_mean__MIN","hardy-sweep-1 - collision_end_mean__MAX"
"31500","1575","1575","1575","0.36","0.36","0.36","1575","1575","1575","0.36","0.36","0.36","1575","1575","1575","0.2","0.2","0.2","1575","1575","1575","0.4","0.4","0.4","1575","1575","1575","0.36","0.36","0.36","1575","1575","1575","0.24","0.24","0.24","1575","1575","1575","0.36","0.36","0.36","1575","1575","1575","0.32","0.32","0.32","1575","1575","1575","0.48","0.48","0.48","1575","1575","1575","0.44","0.44","0.44"
"32000","1600","1600","1600","0.36","0.36","0.36","1600","1600","1600","0.32","0.32","0.32","1600","1600","1600","0.24","0.24","0.24","1600","1600","1600","0.36","0.36","0.36","1600","1600","1600","0.32","0.32","0.32","1600","1600","1600","0.28","0.28","0.28","1600","1600","1600","0.4","0.4","0.4","1600","1600","1600","0.32","0.32","0.32","1600","1600","1600","0.36","0.36","0.36","1600","1600","1600","0.52","0.52","0.52"
"32500","1625","1625","1625","0.36","0.36","0.36","1625","1625","1625","0.32","0.32","0.32","1625","1625","1625","0.2","0.2","0.2","1625","1625","1625","0.4","0.4","0.4","1625","1625","1625","0.24","0.24","0.24","1625","1625","1625","0.44","0.44","0.44","1625","1625","1625","0.28","0.28","0.28","1625","1625","1625","0.36","0.36","0.36","1625","1625","1625","0.28","0.28","0.28","1625","1625","1625","0.52","0.52","0.52"
"33000","1650","1650","1650","0.36","0.36","0.36","1650","1650","1650","0.32","0.32","0.32","1650","1650","1650","0.2","0.2","0.2","1650","1650","1650","0.44","0.44","0.44","1650","1650","1650","0.44","0.44","0.44","1650","1650","1650","0.44","0.44","0.44","1650","1650","1650","0.32","0.32","0.32","1650","1650","1650","0.4","0.4","0.4","1650","1650","1650","0.2","0.2","0.2","1650","1650","1650","0.32","0.32","0.32"
"33500","1675","1675","1675","0.32","0.32","0.32","1675","1675","1675","0.4","0.4","0.4","1675","1675","1675","0.24","0.24","0.24","1675","1675","1675","0.36","0.36","0.36","1675","1675","1675","0.44","0.44","0.44","1675","1675","1675","0.44","0.44","0.44","1675","1675","1675","0.4","0.4","0.4","1675","1675","1675","0.4","0.4","0.4","1675","1675","1675","0.24","0.24","0.24","1675","1675","1675","0.28","0.28","0.28"
"34000","1700","1700","1700","0.32","0.32","0.32","1700","1700","1700","0.4","0.4","0.4","1700","1700","1700","0.32","0.32","0.32","1700","1700","1700","0.32","0.32","0.32","1700","1700","1700","0.4","0.4","0.4","1700","1700","1700","0.36","0.36","0.36","1700","1700","1700","0.32","0.32","0.32","1700","1700","1700","0.4","0.4","0.4","1700","1700","1700","0.36","0.36","0.36","1700","1700","1700","0.32","0.32","0.32"
"34500","1725","1725","1725","0.28","0.28","0.28","1725","1725","1725","0.44","0.44","0.44","1725","1725","1725","0.32","0.32","0.32","1725","1725","1725","0.28","0.28","0.28","1725","1725","1725","0.32","0.32","0.32","1725","1725","1725","0.44","0.44","0.44","1725","1725","1725","0.36","0.36","0.36","1725","1725","1725","0.32","0.32","0.32","1725","1725","1725","0.36","0.36","0.36","1725","1725","1725","0.28","0.28","0.28"
"35000","1750","1750","1750","0.32","0.32","0.32","1750","1750","1750","0.48","0.48","0.48","1750","1750","1750","0.4","0.4","0.4","1750","1750","1750","0.36","0.36","0.36","1750","1750","1750","0.32","0.32","0.32","1750","1750","1750","0.36","0.36","0.36","1750","1750","1750","0.4","0.4","0.4","1750","1750","1750","0.28","0.28","0.28","1750","1750","1750","0.44","0.44","0.44","1750","1750","1750","0.32","0.32","0.32"
"35500","1775","1775","1775","0.28","0.28","0.28","1775","1775","1775","0.36","0.36","0.36","1775","1775","1775","0.36","0.36","0.36","1775","1775","1775","0.4","0.4","0.4","1775","1775","1775","0.32","0.32","0.32","1775","1775","1775","0.32","0.32","0.32","1775","1775","1775","0.52","0.52","0.52","1775","1775","1775","0.32","0.32","0.32","1775","1775","1775","0.4","0.4","0.4","1775","1775","1775","0.4","0.4","0.4"
"36000","1800","1800","1800","0.28","0.28","0.28","1800","1800","1800","0.28","0.28","0.28","1800","1800","1800","0.24","0.24","0.24","1800","1800","1800","0.32","0.32","0.32","1800","1800","1800","0.36","0.36","0.36","1800","1800","1800","0.4","0.4","0.4","1800","1800","1800","0.44","0.44","0.44","1800","1800","1800","0.28","0.28","0.28","1800","1800","1800","0.32","0.32","0.32","1800","1800","1800","0.32","0.32","0.32"
"36500","1825","1825","1825","0.28","0.28","0.28","1825","1825","1825","0.2","0.2","0.2","1825","1825","1825","0.24","0.24","0.24","1825","1825","1825","0.36","0.36","0.36","1825","1825","1825","0.44","0.44","0.44","1825","1825","1825","0.32","0.32","0.32","1825","1825","1825","0.44","0.44","0.44","1825","1825","1825","0.32","0.32","0.32","1825","1825","1825","0.4","0.4","0.4","1825","1825","1825","0.44","0.44","0.44"
"37000","1850","1850","1850","0.32","0.32","0.32","1850","1850","1850","0.32","0.32","0.32","1850","1850","1850","0.24","0.24","0.24","1850","1850","1850","0.4","0.4","0.4","1850","1850","1850","0.4","0.4","0.4","1850","1850","1850","0.36","0.36","0.36","1850","1850","1850","0.4","0.4","0.4","1850","1850","1850","0.48","0.48","0.48","1850","1850","1850","0.44","0.44","0.44","1850","1850","1850","0.36","0.36","0.36"
"37500","1875","1875","1875","0.36","0.36","0.36","1875","1875","1875","0.48","0.48","0.48","1875","1875","1875","0.36","0.36","0.36","1875","1875","1875","0.32","0.32","0.32","1875","1875","1875","0.28","0.28","0.28","1875","1875","1875","0.32","0.32","0.32","1875","1875","1875","0.32","0.32","0.32","1875","1875","1875","0.44","0.44","0.44","1875","1875","1875","0.4","0.4","0.4","1875","1875","1875","0.36","0.36","0.36"
"38000","1900","1900","1900","0.48","0.48","0.48","1900","1900","1900","0.56","0.56","0.56","1900","1900","1900","0.44","0.44","0.44","1900","1900","1900","0.44","0.44","0.44","1900","1900","1900","0.28","0.28","0.28","1900","1900","1900","0.36","0.36","0.36","1900","1900","1900","0.36","0.36","0.36","1900","1900","1900","0.4","0.4","0.4","1900","1900","1900","0.4","0.4","0.4","1900","1900","1900","0.32","0.32","0.32"
"38500","1925","1925","1925","0.36","0.36","0.36","1925","1925","1925","0.56","0.56","0.56","1925","1925","1925","0.48","0.48","0.48","1925","1925","1925","0.32","0.32","0.32","1925","1925","1925","0.36","0.36","0.36","1925","1925","1925","0.24","0.24","0.24","1925","1925","1925","0.36","0.36","0.36","1925","1925","1925","0.28","0.28","0.28","1925","1925","1925","0.4","0.4","0.4","1925","1925","1925","0.28","0.28","0.28"
"39000","1950","1950","1950","0.24","0.24","0.24","1950","1950","1950","0.36","0.36","0.36","1950","1950","1950","0.44","0.44","0.44","1950","1950","1950","0.32","0.32","0.32","1950","1950","1950","0.36","0.36","0.36","1950","1950","1950","0.24","0.24","0.24","1950","1950","1950","0.36","0.36","0.36","1950","1950","1950","0.24","0.24","0.24","1950","1950","1950","0.52","0.52","0.52","1950","1950","1950","0.24","0.24","0.24"
"39500","1975","1975","1975","0.16","0.16","0.16","1975","1975","1975","0.28","0.28","0.28","1975","1975","1975","0.32","0.32","0.32","1975","1975","1975","0.28","0.28","0.28","1975","1975","1975","0.32","0.32","0.32","1975","1975","1975","0.32","0.32","0.32","1975","1975","1975","0.4","0.4","0.4","1975","1975","1975","0.32","0.32","0.32","1975","1975","1975","0.56","0.56","0.56","1975","1975","1975","0.32","0.32","0.32"
"40500","2025","2025","2025","0.44","0.44","0.44","2025","2025","2025","0.32","0.32","0.32","2025","2025","2025","0.36","0.36","0.36","2025","2025","2025","0.32","0.32","0.32","2025","2025","2025","0.28","0.28","0.28","2025","2025","2025","0.24","0.24","0.24","2025","2025","2025","0.44","0.44","0.44","2025","2025","2025","0.32","0.32","0.32","2025","2025","2025","0.32","0.32","0.32","2025","2025","2025","0.32","0.32","0.32"
"41000","2050","2050","2050","0.28","0.28","0.28","2050","2050","2050","0.32","0.32","0.32","2050","2050","2050","0.44","0.44","0.44","2050","2050","2050","0.36","0.36","0.36","2050","2050","2050","0.28","0.28","0.28","2050","2050","2050","0.16","0.16","0.16","2050","2050","2050","0.4","0.4","0.4","2050","2050","2050","0.4","0.4","0.4","2050","2050","2050","0.36","0.36","0.36","2050","2050","2050","0.36","0.36","0.36"
"41500","2075","2075","2075","0.32","0.32","0.32","2075","2075","2075","0.32","0.32","0.32","2075","2075","2075","0.48","0.48","0.48","2075","2075","2075","0.32","0.32","0.32","2075","2075","2075","0.4","0.4","0.4","2075","2075","2075","0.12","0.12","0.12","2075","2075","2075","0.44","0.44","0.44","2075","2075","2075","0.48","0.48","0.48","2075","2075","2075","0.36","0.36","0.36","2075","2075","2075","0.32","0.32","0.32"
"42000","2100","2100","2100","0.4","0.4","0.4","2100","2100","2100","0.36","0.36","0.36","2100","2100","2100","0.4","0.4","0.4","2100","2100","2100","0.36","0.36","0.36","2100","2100","2100","0.44","0.44","0.44","2100","2100","2100","0.28","0.28","0.28","2100","2100","2100","0.32","0.32","0.32","2100","2100","2100","0.36","0.36","0.36","2100","2100","2100","0.48","0.48","0.48","2100","2100","2100","0.36","0.36","0.36"
"42500","2125","2125","2125","0.44","0.44","0.44","2125","2125","2125","0.4","0.4","0.4","2125","2125","2125","0.44","0.44","0.44","2125","2125","2125","0.36","0.36","0.36","2125","2125","2125","0.44","0.44","0.44","2125","2125","2125","0.44","0.44","0.44","2125","2125","2125","0.4","0.4","0.4","2125","2125","2125","0.32","0.32","0.32","2125","2125","2125","0.44","0.44","0.44","2125","2125","2125","0.4","0.4","0.4"
"43000","2150","2150","2150","0.44","0.44","0.44","2150","2150","2150","0.24","0.24","0.24","2150","2150","2150","0.28","0.28","0.28","2150","2150","2150","0.24","0.24","0.24","2150","2150","2150","0.36","0.36","0.36","2150","2150","2150","0.32","0.32","0.32","2150","2150","2150","0.36","0.36","0.36","2150","2150","2150","0.32","0.32","0.32","2150","2150","2150","0.36","0.36","0.36","2150","2150","2150","0.4","0.4","0.4"
"43500","2175","2175","2175","0.32","0.32","0.32","2175","2175","2175","0.24","0.24","0.24","2175","2175","2175","0.32","0.32","0.32","2175","2175","2175","0.24","0.24","0.24","2175","2175","2175","0.36","0.36","0.36","2175","2175","2175","0.32","0.32","0.32","2175","2175","2175","0.4","0.4","0.4","2175","2175","2175","0.36","0.36","0.36","2175","2175","2175","0.44","0.44","0.44","2175","2175","2175","0.4","0.4","0.4"
"44000","2200","2200","2200","0.28","0.28","0.28","2200","2200","2200","0.28","0.28","0.28","2200","2200","2200","0.52","0.52","0.52","2200","2200","2200","0.36","0.36","0.36","2200","2200","2200","0.32","0.32","0.32","2200","2200","2200","0.44","0.44","0.44","2200","2200","2200","0.44","0.44","0.44","2200","2200","2200","0.44","0.44","0.44","2200","2200","2200","0.56","0.56","0.56","2200","2200","2200","0.48","0.48","0.48"
"44500","2225","2225","2225","0.28","0.28","0.28","2225","2225","2225","0.44","0.44","0.44","2225","2225","2225","0.48","0.48","0.48","2225","2225","2225","0.36","0.36","0.36","2225","2225","2225","0.44","0.44","0.44","2225","2225","2225","0.48","0.48","0.48","2225","2225","2225","0.44","0.44","0.44","2225","2225","2225","0.36","0.36","0.36","2225","2225","2225","0.52","0.52","0.52","2225","2225","2225","0.44","0.44","0.44"
"45000","2250","2250","2250","0.24","0.24","0.24","2250","2250","2250","0.48","0.48","0.48","2250","2250","2250","0.48","0.48","0.48","2250","2250","2250","0.36","0.36","0.36","2250","2250","2250","0.4","0.4","0.4","2250","2250","2250","0.32","0.32","0.32","2250","2250","2250","0.4","0.4","0.4","2250","2250","2250","0.4","0.4","0.4","2250","2250","2250","0.44","0.44","0.44","2250","2250","2250","0.48","0.48","0.48"
"45500","2275","2275","2275","0.16","0.16","0.16","2275","2275","2275","0.48","0.48","0.48","2275","2275","2275","0.4","0.4","0.4","2275","2275","2275","0.32","0.32","0.32","2275","2275","2275","0.36","0.36","0.36","2275","2275","2275","0.4","0.4","0.4","2275","2275","2275","0.32","0.32","0.32","2275","2275","2275","0.44","0.44","0.44","2275","2275","2275","0.32","0.32","0.32","2275","2275","2275","0.4","0.4","0.4"
"46000","2300","2300","2300","0.28","0.28","0.28","2300","2300","2300","0.36","0.36","0.36","2300","2300","2300","0.32","0.32","0.32","2300","2300","2300","0.28","0.28","0.28","2300","2300","2300","0.32","0.32","0.32","2300","2300","2300","0.48","0.48","0.48","2300","2300","2300","0.32","0.32","0.32","2300","2300","2300","0.4","0.4","0.4","2300","2300","2300","0.28","0.28","0.28","2300","2300","2300","0.32","0.32","0.32"
"46500","2325","2325","2325","0.32","0.32","0.32","2325","2325","2325","0.32","0.32","0.32","2325","2325","2325","0.24","0.24","0.24","2325","2325","2325","0.4","0.4","0.4","2325","2325","2325","0.2","0.2","0.2","2325","2325","2325","0.44","0.44","0.44","2325","2325","2325","0.32","0.32","0.32","2325","2325","2325","0.4","0.4","0.4","2325","2325","2325","0.36","0.36","0.36","2325","2325","2325","0.44","0.44","0.44"
"47000","2350","2350","2350","0.36","0.36","0.36","2350","2350","2350","0.4","0.4","0.4","2350","2350","2350","0.32","0.32","0.32","2350","2350","2350","0.48","0.48","0.48","2350","2350","2350","0.36","0.36","0.36","2350","2350","2350","0.44","0.44","0.44","2350","2350","2350","0.28","0.28","0.28","2350","2350","2350","0.48","0.48","0.48","2350","2350","2350","0.32","0.32","0.32","2350","2350","2350","0.48","0.48","0.48"
"47500","2375","2375","2375","0.24","0.24","0.24","2375","2375","2375","0.4","0.4","0.4","2375","2375","2375","0.48","0.48","0.48","2375","2375","2375","0.4","0.4","0.4","2375","2375","2375","0.4","0.4","0.4","2375","2375","2375","0.24","0.24","0.24","2375","2375","2375","0.28","0.28","0.28","2375","2375","2375","0.44","0.44","0.44","2375","2375","2375","0.32","0.32","0.32","2375","2375","2375","0.4","0.4","0.4"
"48000","2400","2400","2400","0.4","0.4","0.4","2400","2400","2400","0.32","0.32","0.32","2400","2400","2400","0.4","0.4","0.4","2400","2400","2400","0.28","0.28","0.28","2400","2400","2400","0.4","0.4","0.4","2400","2400","2400","0.32","0.32","0.32","2400","2400","2400","0.32","0.32","0.32","2400","2400","2400","0.4","0.4","0.4","2400","2400","2400","0.28","0.28","0.28","2400","2400","2400","0.4","0.4","0.4"
"48500","2425","2425","2425","0.36","0.36","0.36","2425","2425","2425","0.44","0.44","0.44","2425","2425","2425","0.32","0.32","0.32","2425","2425","2425","0.2","0.2","0.2","2425","2425","2425","0.32","0.32","0.32","2425","2425","2425","0.32","0.32","0.32","2425","2425","2425","0.28","0.28","0.28","2425","2425","2425","0.44","0.44","0.44","2425","2425","2425","0.36","0.36","0.36","2425","2425","2425","0.36","0.36","0.36"
"49000","2450","2450","2450","0.28","0.28","0.28","2450","2450","2450","0.48","0.48","0.48","2450","2450","2450","0.32","0.32","0.32","2450","2450","2450","0.28","0.28","0.28","2450","2450","2450","0.24","0.24","0.24","2450","2450","2450","0.4","0.4","0.4","2450","2450","2450","0.32","0.32","0.32","2450","2450","2450","0.36","0.36","0.36","2450","2450","2450","0.4","0.4","0.4","2450","2450","2450","0.32","0.32","0.32"
"49500","2475","2475","2475","0.36","0.36","0.36","2475","2475","2475","0.48","0.48","0.48","2475","2475","2475","0.2","0.2","0.2","2475","2475","2475","0.4","0.4","0.4","2475","2475","2475","0.32","0.32","0.32","2475","2475","2475","0.48","0.48","0.48","2475","2475","2475","0.48","0.48","0.48","2475","2475","2475","0.48","0.48","0.48","2475","2475","2475","0.44","0.44","0.44","2475","2475","2475","0.28","0.28","0.28"
"50000","2500","2500","2500","0.4","0.4","0.4","2500","2500","2500","0.48","0.48","0.48","2500","2500","2500","0.2","0.2","0.2","2500","2500","2500","0.44","0.44","0.44","2500","2500","2500","0.28","0.28","0.28","2500","2500","2500","0.6","0.6","0.6","2500","2500","2500","0.52","0.52","0.52","2500","2500","2500","0.36","0.36","0.36","2500","2500","2500","0.36","0.36","0.36","2500","2500","2500","0.24","0.24","0.24"
"50500","2525","2525","2525","0.32","0.32","0.32","2525","2525","2525","0.44","0.44","0.44","2525","2525","2525","0.28","0.28","0.28","2525","2525","2525","0.52","0.52","0.52","2525","2525","2525","0.36","0.36","0.36","2525","2525","2525","0.44","0.44","0.44","2525","2525","2525","0.48","0.48","0.48","2525","2525","2525","0.2","0.2","0.2","2525","2525","2525","0.48","0.48","0.48","2525","2525","2525","0.24","0.24","0.24"
"51000","2550","2550","2550","0.32","0.32","0.32","2550","2550","2550","0.36","0.36","0.36","2550","2550","2550","0.36","0.36","0.36","2550","2550","2550","0.4","0.4","0.4","2550","2550","2550","0.4","0.4","0.4","2550","2550","2550","0.28","0.28","0.28","2550","2550","2550","0.44","0.44","0.44","2550","2550","2550","0.2","0.2","0.2","2550","2550","2550","0.36","0.36","0.36","2550","2550","2550","0.24","0.24","0.24"
"51500","2575","2575","2575","0.28","0.28","0.28","2575","2575","2575","0.24","0.24","0.24","2575","2575","2575","0.36","0.36","0.36","2575","2575","2575","0.32","0.32","0.32","2575","2575","2575","0.4","0.4","0.4","2575","2575","2575","0.32","0.32","0.32","2575","2575","2575","0.36","0.36","0.36","2575","2575","2575","0.32","0.32","0.32","2575","2575","2575","0.2","0.2","0.2","2575","2575","2575","0.28","0.28","0.28"
"52000","2600","2600","2600","0.28","0.28","0.28","2600","2600","2600","0.2","0.2","0.2","2600","2600","2600","0.36","0.36","0.36","2600","2600","2600","0.28","0.28","0.28","2600","2600","2600","0.36","0.36","0.36","2600","2600","2600","0.36","0.36","0.36","2600","2600","2600","0.32","0.32","0.32","2600","2600","2600","0.44","0.44","0.44","2600","2600","2600","0.28","0.28","0.28","2600","2600","2600","0.4","0.4","0.4"
"52500","2625","2625","2625","0.32","0.32","0.32","2625","2625","2625","0.36","0.36","0.36","2625","2625","2625","0.36","0.36","0.36","2625","2625","2625","0.12","0.12","0.12","2625","2625","2625","0.4","0.4","0.4","2625","2625","2625","0.32","0.32","0.32","2625","2625","2625","0.24","0.24","0.24","2625","2625","2625","0.36","0.36","0.36","2625","2625","2625","0.28","0.28","0.28","2625","2625","2625","0.4","0.4","0.4"
"53000","2650","2650","2650","0.4","0.4","0.4","2650","2650","2650","0.48","0.48","0.48","2650","2650","2650","0.36","0.36","0.36","2650","2650","2650","0.24","0.24","0.24","2650","2650","2650","0.36","0.36","0.36","2650","2650","2650","0.36","0.36","0.36","2650","2650","2650","0.28","0.28","0.28","2650","2650","2650","0.24","0.24","0.24","2650","2650","2650","0.36","0.36","0.36","2650","2650","2650","0.32","0.32","0.32"
"53500","2675","2675","2675","0.24","0.24","0.24","2675","2675","2675","0.44","0.44","0.44","2675","2675","2675","0.44","0.44","0.44","2675","2675","2675","0.32","0.32","0.32","2675","2675","2675","0.32","0.32","0.32","2675","2675","2675","0.4","0.4","0.4","2675","2675","2675","0.44","0.44","0.44","2675","2675","2675","0.32","0.32","0.32","2675","2675","2675","0.36","0.36","0.36","2675","2675","2675","0.32","0.32","0.32"
"54000","2700","2700","2700","0.2","0.2","0.2","2700","2700","2700","0.44","0.44","0.44","2700","2700","2700","0.44","0.44","0.44","2700","2700","2700","0.4","0.4","0.4","2700","2700","2700","0.32","0.32","0.32","2700","2700","2700","0.36","0.36","0.36","2700","2700","2700","0.48","0.48","0.48","2700","2700","2700","0.36","0.36","0.36","2700","2700","2700","0.36","0.36","0.36","2700","2700","2700","0.28","0.28","0.28"
