"time_steps","snowy-sweep-2 - _step","snowy-sweep-2 - _step__MIN","snowy-sweep-2 - _step__MAX","snowy-sweep-2 - expert_avg_eval_r_mean","snowy-sweep-2 - expert_avg_eval_r_mean__MIN","snowy-sweep-2 - expert_avg_eval_r_mean__MAX","sweet-sweep-9 - _step","sweet-sweep-9 - _step__MIN","sweet-sweep-9 - _step__MAX","sweet-sweep-9 - expert_avg_eval_r_mean","sweet-sweep-9 - expert_avg_eval_r_mean__MIN","sweet-sweep-9 - expert_avg_eval_r_mean__MAX","pleasant-sweep-8 - _step","pleasant-sweep-8 - _step__MIN","pleasant-sweep-8 - _step__MAX","pleasant-sweep-8 - expert_avg_eval_r_mean","pleasant-sweep-8 - expert_avg_eval_r_mean__MIN","pleasant-sweep-8 - expert_avg_eval_r_mean__MAX","apricot-sweep-7 - _step","apricot-sweep-7 - _step__MIN","apricot-sweep-7 - _step__MAX","apricot-sweep-7 - expert_avg_eval_r_mean","apricot-sweep-7 - expert_avg_eval_r_mean__MIN","apricot-sweep-7 - expert_avg_eval_r_mean__MAX","fanciful-sweep-6 - _step","fanciful-sweep-6 - _step__MIN","fanciful-sweep-6 - _step__MAX","fanciful-sweep-6 - expert_avg_eval_r_mean","fanciful-sweep-6 - expert_avg_eval_r_mean__MIN","fanciful-sweep-6 - expert_avg_eval_r_mean__MAX","polished-sweep-5 - _step","polished-sweep-5 - _step__MIN","polished-sweep-5 - _step__MAX","polished-sweep-5 - expert_avg_eval_r_mean","polished-sweep-5 - expert_avg_eval_r_mean__MIN","polished-sweep-5 - expert_avg_eval_r_mean__MAX","sunny-sweep-4 - _step","sunny-sweep-4 - _step__MIN","sunny-sweep-4 - _step__MAX","sunny-sweep-4 - expert_avg_eval_r_mean","sunny-sweep-4 - expert_avg_eval_r_mean__MIN","sunny-sweep-4 - expert_avg_eval_r_mean__MAX","earthy-sweep-3 - _step","earthy-sweep-3 - _step__MIN","earthy-sweep-3 - _step__MAX","earthy-sweep-3 - expert_avg_eval_r_mean","earthy-sweep-3 - expert_avg_eval_r_mean__MIN","earthy-sweep-3 - expert_avg_eval_r_mean__MAX","pious-sweep-2 - _step","pious-sweep-2 - _step__MIN","pious-sweep-2 - _step__MAX","pious-sweep-2 - expert_avg_eval_r_mean","pious-sweep-2 - expert_avg_eval_r_mean__MIN","pious-sweep-2 - expert_avg_eval_r_mean__MAX","rich-sweep-1 - _step","rich-sweep-1 - _step__MIN","rich-sweep-1 - _step__MAX","rich-sweep-1 - expert_avg_eval_r_mean","rich-sweep-1 - expert_avg_eval_r_mean__MIN","rich-sweep-1 - expert_avg_eval_r_mean__MAX"
"59200","74","74","74","36.26340750692663","36.26340750692663","36.26340750692663","74","74","74","41.47518278335056","41.47518278335056","41.47518278335056","74","74","74","31.277987809433995","31.277987809433995","31.277987809433995","74","74","74","30.61476555672255","30.61476555672255","30.61476555672255","74","74","74","30.30771786666495","30.30771786666495","30.30771786666495","74","74","74","36.2398748933642","36.2398748933642","36.2398748933642","74","74","74","38.903762718348645","38.903762718348645","38.903762718348645","74","74","74","41.98476685920211","41.98476685920211","41.98476685920211","74","74","74","32.9764497230801","32.9764497230801","32.9764497230801","74","74","74","37.34815052414157","37.34815052414157","37.34815052414157"
"60800","76","76","76","35.28888419035738","35.28888419035738","35.28888419035738","76","76","76","41.78694203611546","41.78694203611546","41.78694203611546","76","76","76","31.287803971642788","31.287803971642788","31.287803971642788","76","76","76","30.834766428802467","30.834766428802467","30.834766428802467","76","76","76","30.903621406109554","30.903621406109554","30.903621406109554","76","76","76","36.792980571915365","36.792980571915365","36.792980571915365","76","76","76","39.32808972542815","39.32808972542815","39.32808972542815","76","76","76","41.40103190334142","41.40103190334142","41.40103190334142","76","76","76","32.93635936891083","32.93635936891083","32.93635936891083","76","76","76","37.783716705986215","37.783716705986215","37.783716705986215"
"62400","78","78","78","35.85424320767659","35.85424320767659","35.85424320767659","78","78","78","41.313966167363596","41.313966167363596","41.313966167363596","78","78","78","31.746702618142294","31.746702618142294","31.746702618142294","78","78","78","31.314107807975155","31.314107807975155","31.314107807975155","78","78","78","31.211390013899113","31.211390013899113","31.211390013899113","78","78","78","37.505867183281666","37.505867183281666","37.505867183281666","78","78","78","38.913615308133586","38.913615308133586","38.913615308133586","78","78","78","42.11441447488139","42.11441447488139","42.11441447488139","78","78","78","32.7614348411975","32.7614348411975","32.7614348411975","78","78","78","37.94232692858416","37.94232692858416","37.94232692858416"
"64000","80","80","80","35.80291200528632","35.80291200528632","35.80291200528632","80","80","80","41.44691913143831","41.44691913143831","41.44691913143831","80","80","80","31.22054718796227","31.22054718796227","31.22054718796227","80","80","80","31.817830074658886","31.817830074658886","31.817830074658886","80","80","80","31.459009221338484","31.459009221338484","31.459009221338484","80","80","80","38.07471244803585","38.07471244803585","38.07471244803585","80","80","80","38.6902319701989","38.6902319701989","38.6902319701989","80","80","80","42.1758359609443","42.1758359609443","42.1758359609443","80","80","80","32.453892845364265","32.453892845364265","32.453892845364265","80","80","80","37.71741271484729","37.71741271484729","37.71741271484729"
"65600","82","82","82","37.41787092640609","37.41787092640609","37.41787092640609","82","82","82","41.25914070325443","41.25914070325443","41.25914070325443","82","82","82","31.985140763899786","31.985140763899786","31.985140763899786","82","82","82","31.97624934052072","31.97624934052072","31.97624934052072","82","82","82","31.649230634746736","31.649230634746736","31.649230634746736","82","82","82","38.3243540792926","38.3243540792926","38.3243540792926","82","82","82","38.969685419403575","38.969685419403575","38.969685419403575","82","82","82","41.82818989006452","41.82818989006452","41.82818989006452","82","82","82","32.085304261326485","32.085304261326485","32.085304261326485","82","82","82","36.81248861164534","36.81248861164534","36.81248861164534"
"67200","84","84","84","37.47026149617588","37.47026149617588","37.47026149617588","84","84","84","41.60868971450324","41.60868971450324","41.60868971450324","84","84","84","32.488470157682","32.488470157682","32.488470157682","84","84","84","32.51956000277837","32.51956000277837","32.51956000277837","84","84","84","31.936258170602617","31.936258170602617","31.936258170602617","84","84","84","39.42778968691689","39.42778968691689","39.42778968691689","84","84","84","40.10288075694245","40.10288075694245","40.10288075694245","84","84","84","40.52024436840982","40.52024436840982","40.52024436840982","84","84","84","31.977129824232435","31.977129824232435","31.977129824232435","84","84","84","36.38508209424568","36.38508209424568","36.38508209424568"
"68800","86","86","86","38.51941659155989","38.51941659155989","38.51941659155989","86","86","86","41.80466126010688","41.80466126010688","41.80466126010688","86","86","86","32.34276609425867","32.34276609425867","32.34276609425867","86","86","86","32.94568407723447","32.94568407723447","32.94568407723447","86","86","86","30.997075238092517","30.997075238092517","30.997075238092517","86","86","86","39.32153918899509","39.32153918899509","39.32153918899509","86","86","86","40.554086456191506","40.554086456191506","40.554086456191506","86","86","86","41.05684482238042","41.05684482238042","41.05684482238042","86","86","86","32.19680633192263","32.19680633192263","32.19680633192263","86","86","86","36.775083307076216","36.775083307076216","36.775083307076216"
"70400","88","88","88","38.033953672394155","38.033953672394155","38.033953672394155","88","88","88","42.46981950515734","42.46981950515734","42.46981950515734","88","88","88","32.4159675550569","32.4159675550569","32.4159675550569","88","88","88","33.26441836698932","33.26441836698932","33.26441836698932","88","88","88","31.469575448316473","31.469575448316473","31.469575448316473","88","88","88","40.06570761053211","40.06570761053211","40.06570761053211","88","88","88","40.97117806836436","40.97117806836436","40.97117806836436","88","88","88","41.006900346517526","41.006900346517526","41.006900346517526","88","88","88","32.2355331839265","32.2355331839265","32.2355331839265","88","88","88","36.35079627349421","36.35079627349421","36.35079627349421"
"72000","90","90","90","38.559971510016545","38.559971510016545","38.559971510016545","90","90","90","42.09721681064019","42.09721681064019","42.09721681064019","90","90","90","32.2906528163176","32.2906528163176","32.2906528163176","90","90","90","33.77173666157553","33.77173666157553","33.77173666157553","90","90","90","31.530300274723633","31.530300274723633","31.530300274723633","90","90","90","41.277064333876005","41.277064333876005","41.277064333876005","90","90","90","41.21986693303675","41.21986693303675","41.21986693303675","90","90","90","40.69278500980367","40.69278500980367","40.69278500980367","90","90","90","32.70674694478403","32.70674694478403","32.70674694478403","90","90","90","36.67458553540557","36.67458553540557","36.67458553540557"
"73600","92","92","92","39.34225910924955","39.34225910924955","39.34225910924955","92","92","92","42.074087106067545","42.074087106067545","42.074087106067545","92","92","92","32.8299246505655","32.8299246505655","32.8299246505655","92","92","92","33.641622792184876","33.641622792184876","33.641622792184876","92","92","92","31.165718400766206","31.165718400766206","31.165718400766206","92","92","92","42.177615180145374","42.177615180145374","42.177615180145374","92","92","92","40.569933036151475","40.569933036151475","40.569933036151475","92","92","92","40.493319306401396","40.493319306401396","40.493319306401396","92","92","92","32.54238375323829","32.54238375323829","32.54238375323829","92","92","92","37.4503113768129","37.4503113768129","37.4503113768129"
"75200","94","94","94","39.55951278914816","39.55951278914816","39.55951278914816","94","94","94","42.54647086732768","42.54647086732768","42.54647086732768","94","94","94","32.90814652046362","32.90814652046362","32.90814652046362","94","94","94","34.59484649368642","34.59484649368642","34.59484649368642","94","94","94","31.072691371511592","31.072691371511592","31.072691371511592","94","94","94","42.539884021495354","42.539884021495354","42.539884021495354","94","94","94","39.448633620636464","39.448633620636464","39.448633620636464","94","94","94","39.81689934656474","39.81689934656474","39.81689934656474","94","94","94","33.023048610998046","33.023048610998046","33.023048610998046","94","94","94","37.77801058282241","37.77801058282241","37.77801058282241"
"76800","96","96","96","40.66570490080568","40.66570490080568","40.66570490080568","96","96","96","43.38301380468428","43.38301380468428","43.38301380468428","96","96","96","32.66803363379574","32.66803363379574","32.66803363379574","96","96","96","35.76408411754832","35.76408411754832","35.76408411754832","96","96","96","31.453015326632343","31.453015326632343","31.453015326632343","96","96","96","42.88604707374186","42.88604707374186","42.88604707374186","96","96","96","39.288199341473884","39.288199341473884","39.288199341473884","96","96","96","40.13594612353552","40.13594612353552","40.13594612353552","96","96","96","33.19047184624989","33.19047184624989","33.19047184624989","96","96","96","37.56143410960103","37.56143410960103","37.56143410960103"
"78400","98","98","98","41.45835701201865","41.45835701201865","41.45835701201865","98","98","98","43.67541866325789","43.67541866325789","43.67541866325789","98","98","98","33.47536540681188","33.47536540681188","33.47536540681188","98","98","98","36.03448626659335","36.03448626659335","36.03448626659335","98","98","98","31.61903227917718","31.61903227917718","31.61903227917718","98","98","98","43.118602166744886","43.118602166744886","43.118602166744886","98","98","98","38.530046541267204","38.530046541267204","38.530046541267204","98","98","98","39.504770213569465","39.504770213569465","39.504770213569465","98","98","98","33.36495074011102","33.36495074011102","33.36495074011102","98","98","98","38.1620380087665","38.1620380087665","38.1620380087665"
"80000","100","100","100","41.177397874954366","41.177397874954366","41.177397874954366","100","100","100","43.86929167171706","43.86929167171706","43.86929167171706","100","100","100","33.01055526015697","33.01055526015697","33.01055526015697","100","100","100","36.752121088689364","36.752121088689364","36.752121088689364","100","100","100","32.195434369614254","32.195434369614254","32.195434369614254","100","100","100","43.93834894538729","43.93834894538729","43.93834894538729","100","100","100","38.11733102796165","38.11733102796165","38.11733102796165","100","100","100","38.79324767626312","38.79324767626312","38.79324767626312","100","100","100","33.81865058058305","33.81865058058305","33.81865058058305","100","100","100","38.55011676244364","38.55011676244364","38.55011676244364"
"81600","102","102","102","41.500649341780324","41.500649341780324","41.500649341780324","102","102","102","44.47245306763756","44.47245306763756","44.47245306763756","102","102","102","32.97721058312175","32.97721058312175","32.97721058312175","102","102","102","37.91414739549148","37.91414739549148","37.91414739549148","102","102","102","32.66740682506844","32.66740682506844","32.66740682506844","102","102","102","43.680938715905185","43.680938715905185","43.680938715905185","102","102","102","38.2175623102621","38.2175623102621","38.2175623102621","102","102","102","38.833217005559774","38.833217005559774","38.833217005559774","102","102","102","33.449463442647925","33.449463442647925","33.449463442647925","102","102","102","38.602407663378465","38.602407663378465","38.602407663378465"
"83200","104","104","104","41.48563304254646","41.48563304254646","41.48563304254646","104","104","104","44.40063759279255","44.40063759279255","44.40063759279255","104","104","104","32.72324410278216","32.72324410278216","32.72324410278216","104","104","104","38.34765411961972","38.34765411961972","38.34765411961972","104","104","104","33.30701968864664","33.30701968864664","33.30701968864664","104","104","104","44.07572140698035","44.07572140698035","44.07572140698035","104","104","104","37.854635357970295","37.854635357970295","37.854635357970295","104","104","104","38.37263161612043","38.37263161612043","38.37263161612043","104","104","104","33.47383559271908","33.47383559271908","33.47383559271908","104","104","104","39.065033818049734","39.065033818049734","39.065033818049734"
"84800","106","106","106","42.14386561999807","42.14386561999807","42.14386561999807","106","106","106","43.7890341466987","43.7890341466987","43.7890341466987","106","106","106","32.32407234939594","32.32407234939594","32.32407234939594","106","106","106","38.99687332381596","38.99687332381596","38.99687332381596","106","106","106","33.753836194733395","33.753836194733395","33.753836194733395","106","106","106","44.099907659861266","44.099907659861266","44.099907659861266","106","106","106","37.969780653864085","37.969780653864085","37.969780653864085","106","106","106","38.232502821609195","38.232502821609195","38.232502821609195","106","106","106","33.35318528157736","33.35318528157736","33.35318528157736","106","106","106","38.609708709388144","38.609708709388144","38.609708709388144"
"86400","108","108","108","42.76113215785271","42.76113215785271","42.76113215785271","108","108","108","42.70340374821244","42.70340374821244","42.70340374821244","108","108","108","32.35316995571499","32.35316995571499","32.35316995571499","108","108","108","39.72455135062366","39.72455135062366","39.72455135062366","108","108","108","34.14516498457014","34.14516498457014","34.14516498457014","108","108","108","43.979410270291154","43.979410270291154","43.979410270291154","108","108","108","38.23910512327513","38.23910512327513","38.23910512327513","108","108","108","38.27036508893493","38.27036508893493","38.27036508893493","108","108","108","33.01296464381095","33.01296464381095","33.01296464381095","108","108","108","39.57398870942864","39.57398870942864","39.57398870942864"
"88000","110","110","110","43.868321721749595","43.868321721749595","43.868321721749595","110","110","110","42.82372180209128","42.82372180209128","42.82372180209128","110","110","110","32.855077076687294","32.855077076687294","32.855077076687294","110","110","110","39.86636223472257","39.86636223472257","39.86636223472257","110","110","110","34.30416796034373","34.30416796034373","34.30416796034373","110","110","110","43.66854743822717","43.66854743822717","43.66854743822717","110","110","110","37.83321274904799","37.83321274904799","37.83321274904799","110","110","110","38.04658593264373","38.04658593264373","38.04658593264373","110","110","110","33.533244376348485","33.533244376348485","33.533244376348485","110","110","110","39.72830707024664","39.72830707024664","39.72830707024664"
"89600","112","112","112","44.00705809503604","44.00705809503604","44.00705809503604","112","112","112","42.63298281941792","42.63298281941792","42.63298281941792","112","112","112","32.76461222269684","32.76461222269684","32.76461222269684","112","112","112","40.4656501067235","40.4656501067235","40.4656501067235","112","112","112","34.561801660195954","34.561801660195954","34.561801660195954","112","112","112","43.250849011013436","43.250849011013436","43.250849011013436","112","112","112","38.481169463008186","38.481169463008186","38.481169463008186","112","112","112","38.37462912637256","38.37462912637256","38.37462912637256","112","112","112","33.950688078891375","33.950688078891375","33.950688078891375","112","112","112","39.98531936772057","39.98531936772057","39.98531936772057"
