"time_steps","wandering-sweep-4 - _step","wandering-sweep-4 - _step__MIN","wandering-sweep-4 - _step__MAX","wandering-sweep-4 - agent_avg_eval_r_mean","wandering-sweep-4 - agent_avg_eval_r_mean__MIN","wandering-sweep-4 - agent_avg_eval_r_mean__MAX","sweet-sweep-3 - _step","sweet-sweep-3 - _step__MIN","sweet-sweep-3 - _step__MAX","sweet-sweep-3 - agent_avg_eval_r_mean","sweet-sweep-3 - agent_avg_eval_r_mean__MIN","sweet-sweep-3 - agent_avg_eval_r_mean__MAX","lucky-sweep-2 - _step","lucky-sweep-2 - _step__MIN","lucky-sweep-2 - _step__MAX","lucky-sweep-2 - agent_avg_eval_r_mean","lucky-sweep-2 - agent_avg_eval_r_mean__MIN","lucky-sweep-2 - agent_avg_eval_r_mean__MAX","clear-sweep-1 - _step","clear-sweep-1 - _step__MIN","clear-sweep-1 - _step__MAX","clear-sweep-1 - agent_avg_eval_r_mean","clear-sweep-1 - agent_avg_eval_r_mean__MIN","clear-sweep-1 - agent_avg_eval_r_mean__MAX","playful-sweep-10 - _step","playful-sweep-10 - _step__MIN","playful-sweep-10 - _step__MAX","playful-sweep-10 - agent_avg_eval_r_mean","playful-sweep-10 - agent_avg_eval_r_mean__MIN","playful-sweep-10 - agent_avg_eval_r_mean__MAX","fresh-sweep-8 - _step","fresh-sweep-8 - _step__MIN","fresh-sweep-8 - _step__MAX","fresh-sweep-8 - agent_avg_eval_r_mean","fresh-sweep-8 - agent_avg_eval_r_mean__MIN","fresh-sweep-8 - agent_avg_eval_r_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - agent_avg_eval_r_mean","jumping-sweep-5 - agent_avg_eval_r_mean__MIN","jumping-sweep-5 - agent_avg_eval_r_mean__MAX","good-sweep-4 - _step","good-sweep-4 - _step__MIN","good-sweep-4 - _step__MAX","good-sweep-4 - agent_avg_eval_r_mean","good-sweep-4 - agent_avg_eval_r_mean__MIN","good-sweep-4 - agent_avg_eval_r_mean__MAX","sandy-sweep-3 - _step","sandy-sweep-3 - _step__MIN","sandy-sweep-3 - _step__MAX","sandy-sweep-3 - agent_avg_eval_r_mean","sandy-sweep-3 - agent_avg_eval_r_mean__MIN","sandy-sweep-3 - agent_avg_eval_r_mean__MAX","youthful-sweep-1 - _step","youthful-sweep-1 - _step__MIN","youthful-sweep-1 - _step__MAX","youthful-sweep-1 - agent_avg_eval_r_mean","youthful-sweep-1 - agent_avg_eval_r_mean__MIN","youthful-sweep-1 - agent_avg_eval_r_mean__MAX"
"55500","185","185","185","21.667136968856752","21.667136968856752","21.667136968856752","185","185","185","22.677115905402612","22.677115905402612","22.677115905402612","185","185","185","21.89249594427245","21.89249594427245","21.89249594427245","185","185","185","17.44919146826471","17.44919146826471","17.44919146826471","185","185","185","17.47462117862287","17.47462117862287","17.47462117862287","185","185","185","28.189959566660903","28.189959566660903","28.189959566660903","185","185","185","21.60122816611684","21.60122816611684","21.60122816611684","185","185","185","23.110860832816655","23.110860832816655","23.110860832816655","185","185","185","19.71245162113145","19.71245162113145","19.71245162113145","185","185","185","25.077302078921967","25.077302078921967","25.077302078921967"
"57000","190","190","190","21.908663628828773","21.908663628828773","21.908663628828773","190","190","190","22.96026471606146","22.96026471606146","22.96026471606146","190","190","190","22.153743635832587","22.153743635832587","22.153743635832587","190","190","190","17.72812793507069","17.72812793507069","17.72812793507069","190","190","190","17.80530595534726","17.80530595534726","17.80530595534726","190","190","190","28.369022349806723","28.369022349806723","28.369022349806723","190","190","190","21.41939022297522","21.41939022297522","21.41939022297522","190","190","190","22.788748438866715","22.788748438866715","22.788748438866715","190","190","190","19.590964990490075","19.590964990490075","19.590964990490075","190","190","190","25.53079934642803","25.53079934642803","25.53079934642803"
"58500","195","195","195","22.46098506138727","22.46098506138727","22.46098506138727","195","195","195","22.89777102879269","22.89777102879269","22.89777102879269","195","195","195","22.4598457465854","22.4598457465854","22.4598457465854","195","195","195","17.587712942310603","17.587712942310603","17.587712942310603","195","195","195","17.92276411267221","17.92276411267221","17.92276411267221","195","195","195","28.386707220789607","28.386707220789607","28.386707220789607","195","195","195","21.641586643827196","21.641586643827196","21.641586643827196","195","195","195","22.089821632958248","22.089821632958248","22.089821632958248","195","195","195","19.86076618588044","19.86076618588044","19.86076618588044","195","195","195","25.707963145700543","25.707963145700543","25.707963145700543"
"60000","200","200","200","22.884171260824857","22.884171260824857","22.884171260824857","200","200","200","22.819321278746738","22.819321278746738","22.819321278746738","200","200","200","23.08766685154351","23.08766685154351","23.08766685154351","200","200","200","18.077334593152163","18.077334593152163","18.077334593152163","200","200","200","18.250367131453718","18.250367131453718","18.250367131453718","200","200","200","27.988185713571237","27.988185713571237","27.988185713571237","200","200","200","21.542718038484868","21.542718038484868","21.542718038484868","200","200","200","22.361594267335235","22.361594267335235","22.361594267335235","200","200","200","19.63970015159795","19.63970015159795","19.63970015159795","200","200","200","26.225314567304896","26.225314567304896","26.225314567304896"
"61500","205","205","205","22.756327128998386","22.756327128998386","22.756327128998386","205","205","205","23.146147208429493","23.146147208429493","23.146147208429493","205","205","205","23.890539347720456","23.890539347720456","23.890539347720456","205","205","205","17.964509174575067","17.964509174575067","17.964509174575067","205","205","205","17.85979555123736","17.85979555123736","17.85979555123736","205","205","205","27.079681037672216","27.079681037672216","27.079681037672216","205","205","205","21.50277245135453","21.50277245135453","21.50277245135453","205","205","205","22.062161362679852","22.062161362679852","22.062161362679852","205","205","205","19.72281591660244","19.72281591660244","19.72281591660244","205","205","205","26.419668800897835","26.419668800897835","26.419668800897835"
"63000","210","210","210","22.477000870362914","22.477000870362914","22.477000870362914","210","210","210","23.182016309153877","23.182016309153877","23.182016309153877","210","210","210","24.075733822420226","24.075733822420226","24.075733822420226","210","210","210","17.714382682054776","17.714382682054776","17.714382682054776","210","210","210","17.751973971440293","17.751973971440293","17.751973971440293","210","210","210","27.256696855178287","27.256696855178287","27.256696855178287","210","210","210","21.33825830030152","21.33825830030152","21.33825830030152","210","210","210","21.908456118064166","21.908456118064166","21.908456118064166","210","210","210","20.12723923690937","20.12723923690937","20.12723923690937","210","210","210","26.39830099087883","26.39830099087883","26.39830099087883"
"64500","215","215","215","21.802539771606305","21.802539771606305","21.802539771606305","215","215","215","23.834620037496187","23.834620037496187","23.834620037496187","215","215","215","24.43841642843852","24.43841642843852","24.43841642843852","215","215","215","18.00221136992003","18.00221136992003","18.00221136992003","215","215","215","17.628567985292577","17.628567985292577","17.628567985292577","215","215","215","27.040268200203517","27.040268200203517","27.040268200203517","215","215","215","20.524575719622423","20.524575719622423","20.524575719622423","215","215","215","22.160591218256968","22.160591218256968","22.160591218256968","215","215","215","20.517411790420137","20.517411790420137","20.517411790420137","215","215","215","26.775619196201024","26.775619196201024","26.775619196201024"
"66000","220","220","220","21.825058953963797","21.825058953963797","21.825058953963797","220","220","220","23.63833734457943","23.63833734457943","23.63833734457943","220","220","220","24.687932031977752","24.687932031977752","24.687932031977752","220","220","220","17.872516872940174","17.872516872940174","17.872516872940174","220","220","220","17.856242774293403","17.856242774293403","17.856242774293403","220","220","220","27.513099656194054","27.513099656194054","27.513099656194054","220","220","220","20.22938478903018","20.22938478903018","20.22938478903018","220","220","220","21.993302674400944","21.993302674400944","21.993302674400944","220","220","220","20.208460769341308","20.208460769341308","20.208460769341308","220","220","220","26.743727384083712","26.743727384083712","26.743727384083712"
"67500","225","225","225","21.634278195253238","21.634278195253238","21.634278195253238","225","225","225","23.190002429020286","23.190002429020286","23.190002429020286","225","225","225","25.059629146031117","25.059629146031117","25.059629146031117","225","225","225","17.994841519428693","17.994841519428693","17.994841519428693","225","225","225","17.190253875846523","17.190253875846523","17.190253875846523","225","225","225","26.777719854898397","26.777719854898397","26.777719854898397","225","225","225","20.513891261160992","20.513891261160992","20.513891261160992","225","225","225","21.491889935346865","21.491889935346865","21.491889935346865","225","225","225","20.343657759241697","20.343657759241697","20.343657759241697","225","225","225","26.494339126836884","26.494339126836884","26.494339126836884"
"69000","230","230","230","21.680820708176135","21.680820708176135","21.680820708176135","230","230","230","22.961977624078532","22.961977624078532","22.961977624078532","230","230","230","25.15323757445615","25.15323757445615","25.15323757445615","230","230","230","18.011466269630947","18.011466269630947","18.011466269630947","230","230","230","17.028071339254588","17.028071339254588","17.028071339254588","230","230","230","26.133899412968045","26.133899412968045","26.133899412968045","230","230","230","19.883614550198136","19.883614550198136","19.883614550198136","230","230","230","20.822053091426923","20.822053091426923","20.822053091426923","230","230","230","20.713713970393943","20.713713970393943","20.713713970393943","230","230","230","26.806067521265533","26.806067521265533","26.806067521265533"
"70500","235","235","235","21.634678462574115","21.634678462574115","21.634678462574115","235","235","235","23.28854724617244","23.28854724617244","23.28854724617244","235","235","235","25.22566889056754","25.22566889056754","25.22566889056754","235","235","235","18.182101923992974","18.182101923992974","18.182101923992974","235","235","235","17.422608403952726","17.422608403952726","17.422608403952726","235","235","235","25.58998854685558","25.58998854685558","25.58998854685558","235","235","235","19.873381011968245","19.873381011968245","19.873381011968245","235","235","235","21.067374869076346","21.067374869076346","21.067374869076346","235","235","235","20.864626453809286","20.864626453809286","20.864626453809286","235","235","235","26.088099963253338","26.088099963253338","26.088099963253338"
"72000","240","240","240","21.256922186320544","21.256922186320544","21.256922186320544","240","240","240","23.054597451595885","23.054597451595885","23.054597451595885","240","240","240","25.439421707489977","25.439421707489977","25.439421707489977","240","240","240","18.108040283455825","18.108040283455825","18.108040283455825","240","240","240","17.78368623822096","17.78368623822096","17.78368623822096","240","240","240","25.350151861178492","25.350151861178492","25.350151861178492","240","240","240","19.802770715449277","19.802770715449277","19.802770715449277","240","240","240","20.948135704239277","20.948135704239277","20.948135704239277","240","240","240","20.71944440514078","20.71944440514078","20.71944440514078","240","240","240","25.90526390258663","25.90526390258663","25.90526390258663"
"73500","245","245","245","21.491101823169423","21.491101823169423","21.491101823169423","245","245","245","23.28713824053016","23.28713824053016","23.28713824053016","245","245","245","25.718123715893412","25.718123715893412","25.718123715893412","245","245","245","17.710140282360396","17.710140282360396","17.710140282360396","245","245","245","18.087805119652316","18.087805119652316","18.087805119652316","245","245","245","25.353305034068377","25.353305034068377","25.353305034068377","245","245","245","19.723066708252528","19.723066708252528","19.723066708252528","245","245","245","21.197279566991856","21.197279566991856","21.197279566991856","245","245","245","20.46074789941788","20.46074789941788","20.46074789941788","245","245","245","25.327056311458364","25.327056311458364","25.327056311458364"
"75000","250","250","250","20.968005550501772","20.968005550501772","20.968005550501772","250","250","250","23.420003673973756","23.420003673973756","23.420003673973756","250","250","250","25.49271346097891","25.49271346097891","25.49271346097891","250","250","250","17.8061129393664","17.8061129393664","17.8061129393664","250","250","250","18.434297966053347","18.434297966053347","18.434297966053347","250","250","250","25.538620218684983","25.538620218684983","25.538620218684983","250","250","250","19.299737962443896","19.299737962443896","19.299737962443896","250","250","250","21.336586814442484","21.336586814442484","21.336586814442484","250","250","250","20.910810051367324","20.910810051367324","20.910810051367324","250","250","250","25.5588645578784","25.5588645578784","25.5588645578784"
"76500","255","255","255","20.513693368442727","20.513693368442727","20.513693368442727","255","255","255","23.68901221775764","23.68901221775764","23.68901221775764","255","255","255","25.20815061897503","25.20815061897503","25.20815061897503","255","255","255","17.923648267115386","17.923648267115386","17.923648267115386","255","255","255","18.465461186140928","18.465461186140928","18.465461186140928","255","255","255","26.005956490968224","26.005956490968224","26.005956490968224","255","255","255","19.528989280740255","19.528989280740255","19.528989280740255","255","255","255","21.253486307127265","21.253486307127265","21.253486307127265","255","255","255","21.045930441366078","21.045930441366078","21.045930441366078","255","255","255","25.318721669484425","25.318721669484425","25.318721669484425"
"78000","260","260","260","20.32548237602684","20.32548237602684","20.32548237602684","260","260","260","23.985664709616014","23.985664709616014","23.985664709616014","260","260","260","25.454590047654598","25.454590047654598","25.454590047654598","260","260","260","17.814401783130165","17.814401783130165","17.814401783130165","260","260","260","18.53702570071355","18.53702570071355","18.53702570071355","260","260","260","25.00196554237789","25.00196554237789","25.00196554237789","260","260","260","19.60966822367969","19.60966822367969","19.60966822367969","260","260","260","20.761141852228373","20.761141852228373","20.761141852228373","260","260","260","21.247215942523777","21.247215942523777","21.247215942523777","260","260","260","25.27511207068919","25.27511207068919","25.27511207068919"
"79500","265","265","265","20.811586135579173","20.811586135579173","20.811586135579173","265","265","265","24.951333927474874","24.951333927474874","24.951333927474874","265","265","265","25.262895665863145","25.262895665863145","25.262895665863145","265","265","265","17.724335213153775","17.724335213153775","17.724335213153775","265","265","265","18.710769421348875","18.710769421348875","18.710769421348875","265","265","265","25.3616144902681","25.3616144902681","25.3616144902681","265","265","265","19.622205504752756","19.622205504752756","19.622205504752756","265","265","265","20.7237434653123","20.7237434653123","20.7237434653123","265","265","265","21.183312893658933","21.183312893658933","21.183312893658933","265","265","265","25.635215012833648","25.635215012833648","25.635215012833648"
"81000","270","270","270","20.570031559856332","20.570031559856332","20.570031559856332","270","270","270","25.580333456519842","25.580333456519842","25.580333456519842","270","270","270","25.094871681229105","25.094871681229105","25.094871681229105","270","270","270","18.297500935140746","18.297500935140746","18.297500935140746","270","270","270","18.838751254488553","18.838751254488553","18.838751254488553","270","270","270","24.897956706040674","24.897956706040674","24.897956706040674","270","270","270","19.569688105866412","19.569688105866412","19.569688105866412","270","270","270","20.933545968908707","20.933545968908707","20.933545968908707","270","270","270","21.20161919308111","21.20161919308111","21.20161919308111","270","270","270","25.798717893885556","25.798717893885556","25.798717893885556"
