"time_steps","wandering-sweep-4 - _step","wandering-sweep-4 - _step__MIN","wandering-sweep-4 - _step__MAX","wandering-sweep-4 - agent_eval_collision_end_mean","wandering-sweep-4 - agent_eval_collision_end_mean__MIN","wandering-sweep-4 - agent_eval_collision_end_mean__MAX","sweet-sweep-3 - _step","sweet-sweep-3 - _step__MIN","sweet-sweep-3 - _step__MAX","sweet-sweep-3 - agent_eval_collision_end_mean","sweet-sweep-3 - agent_eval_collision_end_mean__MIN","sweet-sweep-3 - agent_eval_collision_end_mean__MAX","lucky-sweep-2 - _step","lucky-sweep-2 - _step__MIN","lucky-sweep-2 - _step__MAX","lucky-sweep-2 - agent_eval_collision_end_mean","lucky-sweep-2 - agent_eval_collision_end_mean__MIN","lucky-sweep-2 - agent_eval_collision_end_mean__MAX","clear-sweep-1 - _step","clear-sweep-1 - _step__MIN","clear-sweep-1 - _step__MAX","clear-sweep-1 - agent_eval_collision_end_mean","clear-sweep-1 - agent_eval_collision_end_mean__MIN","clear-sweep-1 - agent_eval_collision_end_mean__MAX","playful-sweep-10 - _step","playful-sweep-10 - _step__MIN","playful-sweep-10 - _step__MAX","playful-sweep-10 - agent_eval_collision_end_mean","playful-sweep-10 - agent_eval_collision_end_mean__MIN","playful-sweep-10 - agent_eval_collision_end_mean__MAX","fresh-sweep-8 - _step","fresh-sweep-8 - _step__MIN","fresh-sweep-8 - _step__MAX","fresh-sweep-8 - agent_eval_collision_end_mean","fresh-sweep-8 - agent_eval_collision_end_mean__MIN","fresh-sweep-8 - agent_eval_collision_end_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - agent_eval_collision_end_mean","jumping-sweep-5 - agent_eval_collision_end_mean__MIN","jumping-sweep-5 - agent_eval_collision_end_mean__MAX","good-sweep-4 - _step","good-sweep-4 - _step__MIN","good-sweep-4 - _step__MAX","good-sweep-4 - agent_eval_collision_end_mean","good-sweep-4 - agent_eval_collision_end_mean__MIN","good-sweep-4 - agent_eval_collision_end_mean__MAX","sandy-sweep-3 - _step","sandy-sweep-3 - _step__MIN","sandy-sweep-3 - _step__MAX","sandy-sweep-3 - agent_eval_collision_end_mean","sandy-sweep-3 - agent_eval_collision_end_mean__MIN","sandy-sweep-3 - agent_eval_collision_end_mean__MAX","youthful-sweep-1 - _step","youthful-sweep-1 - _step__MIN","youthful-sweep-1 - _step__MAX","youthful-sweep-1 - agent_eval_collision_end_mean","youthful-sweep-1 - agent_eval_collision_end_mean__MIN","youthful-sweep-1 - agent_eval_collision_end_mean__MAX"
"340500","1135","1135","1135","0.3333333333333333","0.3333333333333333","0.3333333333333333","1135","1135","1135","0.3333333333333333","0.3333333333333333","0.3333333333333333","1135","1135","1135","0","0","0","1135","1135","1135","0","0","0","1135","1135","1135","0.6666666666666666","0.6666666666666666","0.6666666666666666","1135","1135","1135","0.6666666666666666","0.6666666666666666","0.6666666666666666","1135","1135","1135","0","0","0","1135","1135","1135","0","0","0","1135","1135","1135","0.6666666666666666","0.6666666666666666","0.6666666666666666","1135","1135","1135","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"342000","1140","1140","1140","0.6666666666666666","0.6666666666666666","0.6666666666666666","1140","1140","1140","0.3333333333333333","0.3333333333333333","0.3333333333333333","1140","1140","1140","0.6666666666666666","0.6666666666666666","0.6666666666666666","1140","1140","1140","0","0","0","1140","1140","1140","0.3333333333333333","0.3333333333333333","0.3333333333333333","1140","1140","1140","0.3333333333333333","0.3333333333333333","0.3333333333333333","1140","1140","1140","0","0","0","1140","1140","1140","0","0","0","1140","1140","1140","0.3333333333333333","0.3333333333333333","0.3333333333333333","1140","1140","1140","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"343500","1145","1145","1145","0","0","0","1145","1145","1145","0.6666666666666666","0.6666666666666666","0.6666666666666666","1145","1145","1145","0.3333333333333333","0.3333333333333333","0.3333333333333333","1145","1145","1145","0","0","0","1145","1145","1145","0.6666666666666666","0.6666666666666666","0.6666666666666666","1145","1145","1145","0","0","0","1145","1145","1145","0.3333333333333333","0.3333333333333333","0.3333333333333333","1145","1145","1145","0.3333333333333333","0.3333333333333333","0.3333333333333333","1145","1145","1145","0.3333333333333333","0.3333333333333333","0.3333333333333333","1145","1145","1145","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"345000","1150","1150","1150","0.6666666666666666","0.6666666666666666","0.6666666666666666","1150","1150","1150","0.3333333333333333","0.3333333333333333","0.3333333333333333","1150","1150","1150","0.6666666666666666","0.6666666666666666","0.6666666666666666","1150","1150","1150","0.3333333333333333","0.3333333333333333","0.3333333333333333","1150","1150","1150","0","0","0","1150","1150","1150","0.6666666666666666","0.6666666666666666","0.6666666666666666","1150","1150","1150","0.6666666666666666","0.6666666666666666","0.6666666666666666","1150","1150","1150","0.3333333333333333","0.3333333333333333","0.3333333333333333","1150","1150","1150","0.6666666666666666","0.6666666666666666","0.6666666666666666","1150","1150","1150","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"346500","1155","1155","1155","0.3333333333333333","0.3333333333333333","0.3333333333333333","1155","1155","1155","0.3333333333333333","0.3333333333333333","0.3333333333333333","1155","1155","1155","0.3333333333333333","0.3333333333333333","0.3333333333333333","1155","1155","1155","0.3333333333333333","0.3333333333333333","0.3333333333333333","1155","1155","1155","0.3333333333333333","0.3333333333333333","0.3333333333333333","1155","1155","1155","0.3333333333333333","0.3333333333333333","0.3333333333333333","1155","1155","1155","0.3333333333333333","0.3333333333333333","0.3333333333333333","1155","1155","1155","0.6666666666666666","0.6666666666666666","0.6666666666666666","1155","1155","1155","0.3333333333333333","0.3333333333333333","0.3333333333333333","1155","1155","1155","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"348000","1160","1160","1160","0.3333333333333333","0.3333333333333333","0.3333333333333333","1160","1160","1160","0","0","0","1160","1160","1160","0.3333333333333333","0.3333333333333333","0.3333333333333333","1160","1160","1160","0","0","0","1160","1160","1160","0","0","0","1160","1160","1160","0","0","0","1160","1160","1160","0","0","0","1160","1160","1160","0.3333333333333333","0.3333333333333333","0.3333333333333333","1160","1160","1160","0.6666666666666666","0.6666666666666666","0.6666666666666666","1160","1160","1160","0","0","0"
"349500","1165","1165","1165","0.3333333333333333","0.3333333333333333","0.3333333333333333","1165","1165","1165","0.3333333333333333","0.3333333333333333","0.3333333333333333","1165","1165","1165","0","0","0","1165","1165","1165","0.3333333333333333","0.3333333333333333","0.3333333333333333","1165","1165","1165","0.3333333333333333","0.3333333333333333","0.3333333333333333","1165","1165","1165","0.3333333333333333","0.3333333333333333","0.3333333333333333","1165","1165","1165","0","0","0","1165","1165","1165","0.6666666666666666","0.6666666666666666","0.6666666666666666","1165","1165","1165","0.3333333333333333","0.3333333333333333","0.3333333333333333","1165","1165","1165","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"351000","1170","1170","1170","0","0","0","1170","1170","1170","0.3333333333333333","0.3333333333333333","0.3333333333333333","1170","1170","1170","0","0","0","1170","1170","1170","0.3333333333333333","0.3333333333333333","0.3333333333333333","1170","1170","1170","0","0","0","1170","1170","1170","0","0","0","1170","1170","1170","0","0","0","1170","1170","1170","0.3333333333333333","0.3333333333333333","0.3333333333333333","1170","1170","1170","0.3333333333333333","0.3333333333333333","0.3333333333333333","1170","1170","1170","0","0","0"
"352500","1175","1175","1175","0.3333333333333333","0.3333333333333333","0.3333333333333333","1175","1175","1175","1","1","1","1175","1175","1175","0.3333333333333333","0.3333333333333333","0.3333333333333333","1175","1175","1175","0.6666666666666666","0.6666666666666666","0.6666666666666666","1175","1175","1175","0.6666666666666666","0.6666666666666666","0.6666666666666666","1175","1175","1175","0.3333333333333333","0.3333333333333333","0.3333333333333333","1175","1175","1175","0.6666666666666666","0.6666666666666666","0.6666666666666666","1175","1175","1175","0.3333333333333333","0.3333333333333333","0.3333333333333333","1175","1175","1175","0.3333333333333333","0.3333333333333333","0.3333333333333333","1175","1175","1175","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"354000","1180","1180","1180","0","0","0","1180","1180","1180","0","0","0","1180","1180","1180","0","0","0","1180","1180","1180","0","0","0","1180","1180","1180","0.3333333333333333","0.3333333333333333","0.3333333333333333","1180","1180","1180","0.6666666666666666","0.6666666666666666","0.6666666666666666","1180","1180","1180","0.3333333333333333","0.3333333333333333","0.3333333333333333","1180","1180","1180","0.6666666666666666","0.6666666666666666","0.6666666666666666","1180","1180","1180","1","1","1","1180","1180","1180","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"355500","1185","1185","1185","0.3333333333333333","0.3333333333333333","0.3333333333333333","1185","1185","1185","0.3333333333333333","0.3333333333333333","0.3333333333333333","1185","1185","1185","0.3333333333333333","0.3333333333333333","0.3333333333333333","1185","1185","1185","0.3333333333333333","0.3333333333333333","0.3333333333333333","1185","1185","1185","0.3333333333333333","0.3333333333333333","0.3333333333333333","1185","1185","1185","0.3333333333333333","0.3333333333333333","0.3333333333333333","1185","1185","1185","0","0","0","1185","1185","1185","0","0","0","1185","1185","1185","0.6666666666666666","0.6666666666666666","0.6666666666666666","1185","1185","1185","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"357000","1190","1190","1190","0","0","0","1190","1190","1190","0","0","0","1190","1190","1190","0.6666666666666666","0.6666666666666666","0.6666666666666666","1190","1190","1190","0.3333333333333333","0.3333333333333333","0.3333333333333333","1190","1190","1190","1","1","1","1190","1190","1190","0","0","0","1190","1190","1190","0","0","0","1190","1190","1190","0.6666666666666666","0.6666666666666666","0.6666666666666666","1190","1190","1190","0.3333333333333333","0.3333333333333333","0.3333333333333333","1190","1190","1190","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"358500","1195","1195","1195","0","0","0","1195","1195","1195","0.6666666666666666","0.6666666666666666","0.6666666666666666","1195","1195","1195","0.3333333333333333","0.3333333333333333","0.3333333333333333","1195","1195","1195","0.3333333333333333","0.3333333333333333","0.3333333333333333","1195","1195","1195","0","0","0","1195","1195","1195","0.3333333333333333","0.3333333333333333","0.3333333333333333","1195","1195","1195","0.3333333333333333","0.3333333333333333","0.3333333333333333","1195","1195","1195","0.3333333333333333","0.3333333333333333","0.3333333333333333","1195","1195","1195","0.3333333333333333","0.3333333333333333","0.3333333333333333","1195","1195","1195","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"360000","1200","1200","1200","0","0","0","1200","1200","1200","0.3333333333333333","0.3333333333333333","0.3333333333333333","1200","1200","1200","1","1","1","1200","1200","1200","0","0","0","1200","1200","1200","0","0","0","1200","1200","1200","0.6666666666666666","0.6666666666666666","0.6666666666666666","1200","1200","1200","0.3333333333333333","0.3333333333333333","0.3333333333333333","1200","1200","1200","0.3333333333333333","0.3333333333333333","0.3333333333333333","1200","1200","1200","0.6666666666666666","0.6666666666666666","0.6666666666666666","1200","1200","1200","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"361500","1205","1205","1205","1","1","1","1205","1205","1205","0","0","0","1205","1205","1205","0","0","0","1205","1205","1205","0","0","0","1205","1205","1205","0","0","0","1205","1205","1205","0.6666666666666666","0.6666666666666666","0.6666666666666666","1205","1205","1205","0.6666666666666666","0.6666666666666666","0.6666666666666666","1205","1205","1205","0","0","0","1205","1205","1205","0","0","0","1205","1205","1205","0","0","0"
"363000","1210","1210","1210","0","0","0","1210","1210","1210","0","0","0","1210","1210","1210","0.3333333333333333","0.3333333333333333","0.3333333333333333","1210","1210","1210","0.3333333333333333","0.3333333333333333","0.3333333333333333","1210","1210","1210","0","0","0","1210","1210","1210","0.6666666666666666","0.6666666666666666","0.6666666666666666","1210","1210","1210","0","0","0","1210","1210","1210","0","0","0","1210","1210","1210","0","0","0","1210","1210","1210","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"364500","1215","1215","1215","0.3333333333333333","0.3333333333333333","0.3333333333333333","1215","1215","1215","0","0","0","1215","1215","1215","0.3333333333333333","0.3333333333333333","0.3333333333333333","1215","1215","1215","0.3333333333333333","0.3333333333333333","0.3333333333333333","1215","1215","1215","0","0","0","1215","1215","1215","0","0","0","1215","1215","1215","0.6666666666666666","0.6666666666666666","0.6666666666666666","1215","1215","1215","0.6666666666666666","0.6666666666666666","0.6666666666666666","1215","1215","1215","0","0","0","1215","1215","1215","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"366000","1220","1220","1220","0","0","0","1220","1220","1220","0.3333333333333333","0.3333333333333333","0.3333333333333333","1220","1220","1220","0","0","0","1220","1220","1220","0.3333333333333333","0.3333333333333333","0.3333333333333333","1220","1220","1220","0.6666666666666666","0.6666666666666666","0.6666666666666666","1220","1220","1220","0.3333333333333333","0.3333333333333333","0.3333333333333333","1220","1220","1220","0.3333333333333333","0.3333333333333333","0.3333333333333333","1220","1220","1220","0.3333333333333333","0.3333333333333333","0.3333333333333333","1220","1220","1220","0","0","0","1220","1220","1220","0","0","0"
"367500","1225","1225","1225","0","0","0","1225","1225","1225","0.3333333333333333","0.3333333333333333","0.3333333333333333","1225","1225","1225","1","1","1","1225","1225","1225","0.3333333333333333","0.3333333333333333","0.3333333333333333","1225","1225","1225","0.3333333333333333","0.3333333333333333","0.3333333333333333","1225","1225","1225","0.3333333333333333","0.3333333333333333","0.3333333333333333","1225","1225","1225","0.3333333333333333","0.3333333333333333","0.3333333333333333","1225","1225","1225","0.3333333333333333","0.3333333333333333","0.3333333333333333","1225","1225","1225","0.3333333333333333","0.3333333333333333","0.3333333333333333","1225","1225","1225","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"369000","1230","1230","1230","0.6666666666666666","0.6666666666666666","0.6666666666666666","1230","1230","1230","0","0","0","1230","1230","1230","0.3333333333333333","0.3333333333333333","0.3333333333333333","1230","1230","1230","0.3333333333333333","0.3333333333333333","0.3333333333333333","1230","1230","1230","0.3333333333333333","0.3333333333333333","0.3333333333333333","1230","1230","1230","0","0","0","1230","1230","1230","0.3333333333333333","0.3333333333333333","0.3333333333333333","1230","1230","1230","0","0","0","1230","1230","1230","0.3333333333333333","0.3333333333333333","0.3333333333333333","1230","1230","1230","0","0","0"
"370500","1235","1235","1235","0.3333333333333333","0.3333333333333333","0.3333333333333333","1235","1235","1235","0.6666666666666666","0.6666666666666666","0.6666666666666666","1235","1235","1235","0.3333333333333333","0.3333333333333333","0.3333333333333333","1235","1235","1235","0.3333333333333333","0.3333333333333333","0.3333333333333333","1235","1235","1235","0.3333333333333333","0.3333333333333333","0.3333333333333333","1235","1235","1235","0","0","0","1235","1235","1235","0.3333333333333333","0.3333333333333333","0.3333333333333333","1235","1235","1235","0","0","0","1235","1235","1235","0","0","0","1235","1235","1235","0","0","0"
"372000","1240","1240","1240","0.3333333333333333","0.3333333333333333","0.3333333333333333","1240","1240","1240","0.3333333333333333","0.3333333333333333","0.3333333333333333","1240","1240","1240","0.3333333333333333","0.3333333333333333","0.3333333333333333","1240","1240","1240","0.6666666666666666","0.6666666666666666","0.6666666666666666","1240","1240","1240","0.3333333333333333","0.3333333333333333","0.3333333333333333","1240","1240","1240","0","0","0","1240","1240","1240","0","0","0","1240","1240","1240","0.6666666666666666","0.6666666666666666","0.6666666666666666","1240","1240","1240","0","0","0","1240","1240","1240","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"373500","1245","1245","1245","0.6666666666666666","0.6666666666666666","0.6666666666666666","1245","1245","1245","0.6666666666666666","0.6666666666666666","0.6666666666666666","1245","1245","1245","1","1","1","1245","1245","1245","0","0","0","1245","1245","1245","0.3333333333333333","0.3333333333333333","0.3333333333333333","1245","1245","1245","0","0","0","1245","1245","1245","0.3333333333333333","0.3333333333333333","0.3333333333333333","1245","1245","1245","0","0","0","1245","1245","1245","0.6666666666666666","0.6666666666666666","0.6666666666666666","1245","1245","1245","0","0","0"
"375000","1250","1250","1250","0.6666666666666666","0.6666666666666666","0.6666666666666666","1250","1250","1250","0.6666666666666666","0.6666666666666666","0.6666666666666666","1250","1250","1250","0","0","0","1250","1250","1250","0","0","0","1250","1250","1250","0.3333333333333333","0.3333333333333333","0.3333333333333333","1250","1250","1250","0.3333333333333333","0.3333333333333333","0.3333333333333333","1250","1250","1250","0","0","0","1250","1250","1250","0.3333333333333333","0.3333333333333333","0.3333333333333333","1250","1250","1250","1","1","1","1250","1250","1250","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"376500","1255","1255","1255","0.3333333333333333","0.3333333333333333","0.3333333333333333","1255","1255","1255","0.3333333333333333","0.3333333333333333","0.3333333333333333","1255","1255","1255","0.3333333333333333","0.3333333333333333","0.3333333333333333","1255","1255","1255","0","0","0","1255","1255","1255","0","0","0","1255","1255","1255","0.3333333333333333","0.3333333333333333","0.3333333333333333","1255","1255","1255","0.3333333333333333","0.3333333333333333","0.3333333333333333","1255","1255","1255","0.3333333333333333","0.3333333333333333","0.3333333333333333","1255","1255","1255","0.3333333333333333","0.3333333333333333","0.3333333333333333","1255","1255","1255","0","0","0"
"378000","1260","1260","1260","0","0","0","1260","1260","1260","0.6666666666666666","0.6666666666666666","0.6666666666666666","1260","1260","1260","0","0","0","1260","1260","1260","0.3333333333333333","0.3333333333333333","0.3333333333333333","1260","1260","1260","0.3333333333333333","0.3333333333333333","0.3333333333333333","1260","1260","1260","0.3333333333333333","0.3333333333333333","0.3333333333333333","1260","1260","1260","0.3333333333333333","0.3333333333333333","0.3333333333333333","1260","1260","1260","0.3333333333333333","0.3333333333333333","0.3333333333333333","1260","1260","1260","1","1","1","1260","1260","1260","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"379500","1265","1265","1265","0.6666666666666666","0.6666666666666666","0.6666666666666666","1265","1265","1265","0","0","0","1265","1265","1265","0.6666666666666666","0.6666666666666666","0.6666666666666666","1265","1265","1265","0.6666666666666666","0.6666666666666666","0.6666666666666666","1265","1265","1265","0.3333333333333333","0.3333333333333333","0.3333333333333333","1265","1265","1265","0","0","0","1265","1265","1265","0","0","0","1265","1265","1265","0","0","0","1265","1265","1265","0","0","0","1265","1265","1265","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"381000","1270","1270","1270","0","0","0","1270","1270","1270","0","0","0","1270","1270","1270","1","1","1","1270","1270","1270","0.3333333333333333","0.3333333333333333","0.3333333333333333","1270","1270","1270","0.3333333333333333","0.3333333333333333","0.3333333333333333","1270","1270","1270","0.3333333333333333","0.3333333333333333","0.3333333333333333","1270","1270","1270","0.6666666666666666","0.6666666666666666","0.6666666666666666","1270","1270","1270","0.3333333333333333","0.3333333333333333","0.3333333333333333","1270","1270","1270","0","0","0","1270","1270","1270","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"382500","1275","1275","1275","0","0","0","1275","1275","1275","0.3333333333333333","0.3333333333333333","0.3333333333333333","1275","1275","1275","0.3333333333333333","0.3333333333333333","0.3333333333333333","1275","1275","1275","0","0","0","1275","1275","1275","0","0","0","1275","1275","1275","0.6666666666666666","0.6666666666666666","0.6666666666666666","1275","1275","1275","0","0","0","1275","1275","1275","0.6666666666666666","0.6666666666666666","0.6666666666666666","1275","1275","1275","0.3333333333333333","0.3333333333333333","0.3333333333333333","1275","1275","1275","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"384000","1280","1280","1280","0.3333333333333333","0.3333333333333333","0.3333333333333333","1280","1280","1280","1","1","1","1280","1280","1280","0.3333333333333333","0.3333333333333333","0.3333333333333333","1280","1280","1280","0","0","0","1280","1280","1280","0","0","0","1280","1280","1280","0.3333333333333333","0.3333333333333333","0.3333333333333333","1280","1280","1280","0.6666666666666666","0.6666666666666666","0.6666666666666666","1280","1280","1280","0.3333333333333333","0.3333333333333333","0.3333333333333333","1280","1280","1280","0.3333333333333333","0.3333333333333333","0.3333333333333333","1280","1280","1280","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"385500","1285","1285","1285","0","0","0","1285","1285","1285","0.3333333333333333","0.3333333333333333","0.3333333333333333","1285","1285","1285","0.3333333333333333","0.3333333333333333","0.3333333333333333","1285","1285","1285","0","0","0","1285","1285","1285","0.3333333333333333","0.3333333333333333","0.3333333333333333","1285","1285","1285","0","0","0","1285","1285","1285","0","0","0","1285","1285","1285","0.6666666666666666","0.6666666666666666","0.6666666666666666","1285","1285","1285","0.6666666666666666","0.6666666666666666","0.6666666666666666","1285","1285","1285","0","0","0"
"387000","1290","1290","1290","0","0","0","1290","1290","1290","1","1","1","1290","1290","1290","0.3333333333333333","0.3333333333333333","0.3333333333333333","1290","1290","1290","0.3333333333333333","0.3333333333333333","0.3333333333333333","1290","1290","1290","0.6666666666666666","0.6666666666666666","0.6666666666666666","1290","1290","1290","0.6666666666666666","0.6666666666666666","0.6666666666666666","1290","1290","1290","0.3333333333333333","0.3333333333333333","0.3333333333333333","1290","1290","1290","0","0","0","1290","1290","1290","0.3333333333333333","0.3333333333333333","0.3333333333333333","1290","1290","1290","0","0","0"
"388500","1295","1295","1295","0.3333333333333333","0.3333333333333333","0.3333333333333333","1295","1295","1295","0.3333333333333333","0.3333333333333333","0.3333333333333333","1295","1295","1295","0","0","0","1295","1295","1295","0.6666666666666666","0.6666666666666666","0.6666666666666666","1295","1295","1295","0.3333333333333333","0.3333333333333333","0.3333333333333333","1295","1295","1295","0.6666666666666666","0.6666666666666666","0.6666666666666666","1295","1295","1295","0.6666666666666666","0.6666666666666666","0.6666666666666666","1295","1295","1295","0.3333333333333333","0.3333333333333333","0.3333333333333333","1295","1295","1295","0","0","0","1295","1295","1295","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"390000","1300","1300","1300","0.6666666666666666","0.6666666666666666","0.6666666666666666","1300","1300","1300","0","0","0","1300","1300","1300","0.6666666666666666","0.6666666666666666","0.6666666666666666","1300","1300","1300","0.6666666666666666","0.6666666666666666","0.6666666666666666","1300","1300","1300","0.3333333333333333","0.3333333333333333","0.3333333333333333","1300","1300","1300","0","0","0","1300","1300","1300","0","0","0","1300","1300","1300","0","0","0","1300","1300","1300","0.3333333333333333","0.3333333333333333","0.3333333333333333","1300","1300","1300","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"391500","1305","1305","1305","0.3333333333333333","0.3333333333333333","0.3333333333333333","1305","1305","1305","0.3333333333333333","0.3333333333333333","0.3333333333333333","1305","1305","1305","0","0","0","1305","1305","1305","0.3333333333333333","0.3333333333333333","0.3333333333333333","1305","1305","1305","0","0","0","1305","1305","1305","0","0","0","1305","1305","1305","0.6666666666666666","0.6666666666666666","0.6666666666666666","1305","1305","1305","0.3333333333333333","0.3333333333333333","0.3333333333333333","1305","1305","1305","0.3333333333333333","0.3333333333333333","0.3333333333333333","1305","1305","1305","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"393000","1310","1310","1310","0.3333333333333333","0.3333333333333333","0.3333333333333333","1310","1310","1310","0.3333333333333333","0.3333333333333333","0.3333333333333333","1310","1310","1310","0","0","0","1310","1310","1310","0.3333333333333333","0.3333333333333333","0.3333333333333333","1310","1310","1310","0.3333333333333333","0.3333333333333333","0.3333333333333333","1310","1310","1310","0.3333333333333333","0.3333333333333333","0.3333333333333333","1310","1310","1310","0","0","0","1310","1310","1310","0.6666666666666666","0.6666666666666666","0.6666666666666666","1310","1310","1310","0","0","0","1310","1310","1310","0","0","0"
"394500","1315","1315","1315","0.6666666666666666","0.6666666666666666","0.6666666666666666","1315","1315","1315","0","0","0","1315","1315","1315","0.6666666666666666","0.6666666666666666","0.6666666666666666","1315","1315","1315","0.3333333333333333","0.3333333333333333","0.3333333333333333","1315","1315","1315","0","0","0","1315","1315","1315","0.3333333333333333","0.3333333333333333","0.3333333333333333","1315","1315","1315","0.6666666666666666","0.6666666666666666","0.6666666666666666","1315","1315","1315","0.3333333333333333","0.3333333333333333","0.3333333333333333","1315","1315","1315","0.3333333333333333","0.3333333333333333","0.3333333333333333","1315","1315","1315","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"396000","1320","1320","1320","0.3333333333333333","0.3333333333333333","0.3333333333333333","1320","1320","1320","0.6666666666666666","0.6666666666666666","0.6666666666666666","1320","1320","1320","0.3333333333333333","0.3333333333333333","0.3333333333333333","1320","1320","1320","0.6666666666666666","0.6666666666666666","0.6666666666666666","1320","1320","1320","1","1","1","1320","1320","1320","0.3333333333333333","0.3333333333333333","0.3333333333333333","1320","1320","1320","0.3333333333333333","0.3333333333333333","0.3333333333333333","1320","1320","1320","0.3333333333333333","0.3333333333333333","0.3333333333333333","1320","1320","1320","0","0","0","1320","1320","1320","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"397500","1325","1325","1325","0.3333333333333333","0.3333333333333333","0.3333333333333333","1325","1325","1325","0.3333333333333333","0.3333333333333333","0.3333333333333333","1325","1325","1325","0.3333333333333333","0.3333333333333333","0.3333333333333333","1325","1325","1325","0","0","0","1325","1325","1325","0.6666666666666666","0.6666666666666666","0.6666666666666666","1325","1325","1325","0","0","0","1325","1325","1325","0","0","0","1325","1325","1325","0.6666666666666666","0.6666666666666666","0.6666666666666666","1325","1325","1325","0.6666666666666666","0.6666666666666666","0.6666666666666666","1325","1325","1325","0","0","0"
"399000","1330","1330","1330","0.3333333333333333","0.3333333333333333","0.3333333333333333","1330","1330","1330","0.3333333333333333","0.3333333333333333","0.3333333333333333","1330","1330","1330","0.3333333333333333","0.3333333333333333","0.3333333333333333","1330","1330","1330","1","1","1","1330","1330","1330","0","0","0","1330","1330","1330","1","1","1","1330","1330","1330","0.6666666666666666","0.6666666666666666","0.6666666666666666","1330","1330","1330","0.6666666666666666","0.6666666666666666","0.6666666666666666","1330","1330","1330","0","0","0","1330","1330","1330","0.3333333333333333","0.3333333333333333","0.3333333333333333"
