"time_steps","silvery-sweep-6 - _step","silvery-sweep-6 - _step__MIN","silvery-sweep-6 - _step__MAX","silvery-sweep-6 - collision_end_mean","silvery-sweep-6 - collision_end_mean__MIN","silvery-sweep-6 - collision_end_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - collision_end_mean","jumping-sweep-5 - collision_end_mean__MIN","jumping-sweep-5 - collision_end_mean__MAX","zany-sweep-4 - _step","zany-sweep-4 - _step__MIN","zany-sweep-4 - _step__MAX","zany-sweep-4 - collision_end_mean","zany-sweep-4 - collision_end_mean__MIN","zany-sweep-4 - collision_end_mean__MAX","visionary-sweep-3 - _step","visionary-sweep-3 - _step__MIN","visionary-sweep-3 - _step__MAX","visionary-sweep-3 - collision_end_mean","visionary-sweep-3 - collision_end_mean__MIN","visionary-sweep-3 - collision_end_mean__MAX","wandering-sweep-2 - _step","wandering-sweep-2 - _step__MIN","wandering-sweep-2 - _step__MAX","wandering-sweep-2 - collision_end_mean","wandering-sweep-2 - collision_end_mean__MIN","wandering-sweep-2 - collision_end_mean__MAX","eager-sweep-5 - _step","eager-sweep-5 - _step__MIN","eager-sweep-5 - _step__MAX","eager-sweep-5 - collision_end_mean","eager-sweep-5 - collision_end_mean__MIN","eager-sweep-5 - collision_end_mean__MAX","wild-sweep-3 - _step","wild-sweep-3 - _step__MIN","wild-sweep-3 - _step__MAX","wild-sweep-3 - collision_end_mean","wild-sweep-3 - collision_end_mean__MIN","wild-sweep-3 - collision_end_mean__MAX","blooming-sweep-4 - _step","blooming-sweep-4 - _step__MIN","blooming-sweep-4 - _step__MAX","blooming-sweep-4 - collision_end_mean","blooming-sweep-4 - collision_end_mean__MIN","blooming-sweep-4 - collision_end_mean__MAX","worldly-sweep-2 - _step","worldly-sweep-2 - _step__MIN","worldly-sweep-2 - _step__MAX","worldly-sweep-2 - collision_end_mean","worldly-sweep-2 - collision_end_mean__MIN","worldly-sweep-2 - collision_end_mean__MAX","eager-sweep-1 - _step","eager-sweep-1 - _step__MIN","eager-sweep-1 - _step__MAX","eager-sweep-1 - collision_end_mean","eager-sweep-1 - collision_end_mean__MIN","eager-sweep-1 - collision_end_mean__MAX"
"45500","2250","2250","2250","0","0","0","2250","2250","2250","0","0","0","2250","2250","2250","0","0","0","2250","2250","2250","0","0","0","2250","2250","2250","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46000","2275","2275","2275","0","0","0","2275","2275","2275","0","0","0","2275","2275","2275","0","0","0","2275","2275","2275","0","0","0","2275","2275","2275","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46500","2300","2300","2300","0","0","0","2300","2300","2300","0","0","0","2300","2300","2300","0","0","0","2300","2300","2300","0","0","0","2300","2300","2300","0","0","0","750","750","750","0","0","0","750","750","750","0","0","0","750","750","750","0","0","0","750","750","750","0","0","0","750","750","750","0","0","0"
"47000","2325","2325","2325","0","0","0","2325","2325","2325","0","0","0","2325","2325","2325","0","0","0","2325","2325","2325","0","0","0","2325","2325","2325","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47500","2350","2350","2350","0","0","0","2350","2350","2350","0","0","0","2350","2350","2350","0","0","0","2350","2350","2350","0","0","0","2350","2350","2350","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48000","2375","2375","2375","0","0","0","2375","2375","2375","0","0","0","2375","2375","2375","0","0","0","2375","2375","2375","0","0","0","2375","2375","2375","0","0","0","775","775","775","0","0","0","775","775","775","0","0","0","775","775","775","0","0","0","775","775","775","0","0","0","775","775","775","0","0","0"
"48500","2400","2400","2400","0","0","0","2400","2400","2400","0","0","0","2400","2400","2400","0","0","0","2400","2400","2400","0","0","0","2400","2400","2400","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49000","2425","2425","2425","0","0","0","2425","2425","2425","0","0","0","2425","2425","2425","0","0","0","2425","2425","2425","0","0","0","2425","2425","2425","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49500","2450","2450","2450","0","0","0","2450","2450","2450","0","0","0","2450","2450","2450","0","0","0","2450","2450","2450","0","0","0","2450","2450","2450","0.04","0.04","0.04","800","800","800","0","0","0","800","800","800","0","0","0","800","800","800","0","0","0","800","800","800","0","0","0","800","800","800","0","0","0"
"50000","2475","2475","2475","0","0","0","2475","2475","2475","0","0","0","2475","2475","2475","0","0","0","2475","2475","2475","0","0","0","2475","2475","2475","0.04","0.04","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50500","2500","2500","2500","0","0","0","2500","2500","2500","0","0","0","2500","2500","2500","0","0","0","2500","2500","2500","0","0","0","2500","2500","2500","0.04","0.04","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51000","2525","2525","2525","0.04","0.04","0.04","2525","2525","2525","0","0","0","2525","2525","2525","0","0","0","2525","2525","2525","0","0","0","2525","2525","2525","0","0","0","825","825","825","0","0","0","825","825","825","0","0","0","825","825","825","0.08","0.08","0.08","825","825","825","0","0","0","825","825","825","0","0","0"
"51500","2550","2550","2550","0.04","0.04","0.04","2550","2550","2550","0","0","0","2550","2550","2550","0","0","0","2550","2550","2550","0","0","0","2550","2550","2550","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52000","2575","2575","2575","0.04","0.04","0.04","2575","2575","2575","0","0","0","2575","2575","2575","0","0","0","2575","2575","2575","0","0","0","2575","2575","2575","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52500","2600","2600","2600","0","0","0","2600","2600","2600","0","0","0","2600","2600","2600","0","0","0","2600","2600","2600","0","0","0","2600","2600","2600","0","0","0","850","850","850","0","0","0","850","850","850","0","0","0","850","850","850","0.04","0.04","0.04","850","850","850","0","0","0","850","850","850","0","0","0"
"53000","2625","2625","2625","0.04","0.04","0.04","2625","2625","2625","0","0","0","2625","2625","2625","0","0","0","2625","2625","2625","0","0","0","2625","2625","2625","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53500","2650","2650","2650","0.04","0.04","0.04","2650","2650","2650","0","0","0","2650","2650","2650","0","0","0","2650","2650","2650","0","0","0","2650","2650","2650","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54000","2675","2675","2675","0.04","0.04","0.04","2675","2675","2675","0","0","0","2675","2675","2675","0","0","0","2675","2675","2675","0","0","0","2675","2675","2675","0.04","0.04","0.04","875","875","875","0","0","0","875","875","875","0","0","0","875","875","875","0","0","0","875","875","875","0","0","0","875","875","875","0","0","0"
"54500","2700","2700","2700","0","0","0","2700","2700","2700","0","0","0","2700","2700","2700","0","0","0","2700","2700","2700","0","0","0","2700","2700","2700","0.04","0.04","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55000","2725","2725","2725","0","0","0","2725","2725","2725","0","0","0","2725","2725","2725","0","0","0","2725","2725","2725","0","0","0","2725","2725","2725","0.04","0.04","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55500","2750","2750","2750","0","0","0","2750","2750","2750","0","0","0","2750","2750","2750","0","0","0","2750","2750","2750","0","0","0","2750","2750","2750","0","0","0","900","900","900","0","0","0","900","900","900","0.08","0.08","0.08","900","900","900","0","0","0","900","900","900","0","0","0","900","900","900","0","0","0"
"56000","2775","2775","2775","0","0","0","2775","2775","2775","0","0","0","2775","2775","2775","0","0","0","2775","2775","2775","0","0","0","2775","2775","2775","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56500","2800","2800","2800","0","0","0","2800","2800","2800","0","0","0","2800","2800","2800","0","0","0","2800","2800","2800","0","0","0","2800","2800","2800","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57000","2825","2825","2825","0","0","0","2825","2825","2825","0","0","0","2825","2825","2825","0","0","0","2825","2825","2825","0","0","0","2825","2825","2825","0","0","0","925","925","925","0","0","0","925","925","925","0","0","0","925","925","925","0","0","0","925","925","925","0","0","0","925","925","925","0","0","0"
"57500","2850","2850","2850","0","0","0","2850","2850","2850","0","0","0","2850","2850","2850","0","0","0","2850","2850","2850","0","0","0","2850","2850","2850","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58000","2875","2875","2875","0","0","0","2875","2875","2875","0","0","0","2875","2875","2875","0","0","0","2875","2875","2875","0","0","0","2875","2875","2875","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58500","2900","2900","2900","0","0","0","2900","2900","2900","0","0","0","2900","2900","2900","0","0","0","2900","2900","2900","0","0","0","2900","2900","2900","0","0","0","950","950","950","0","0","0","950","950","950","0","0","0","950","950","950","0","0","0","950","950","950","0","0","0","950","950","950","0","0","0"
"59000","2925","2925","2925","0","0","0","2925","2925","2925","0","0","0","2925","2925","2925","0","0","0","2925","2925","2925","0","0","0","2925","2925","2925","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59500","2950","2950","2950","0","0","0","2950","2950","2950","0","0","0","2950","2950","2950","0","0","0","2950","2950","2950","0","0","0","2950","2950","2950","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60000","2975","2975","2975","0","0","0","2975","2975","2975","0","0","0","2975","2975","2975","0","0","0","2975","2975","2975","0","0","0","2975","2975","2975","0","0","0","975","975","975","0","0","0","975","975","975","0","0","0","975","975","975","0","0","0","975","975","975","0","0","0","975","975","975","0","0","0"
"60500","3000","3000","3000","0","0","0","3000","3000","3000","0","0","0","3000","3000","3000","0","0","0","3000","3000","3000","0","0","0","3000","3000","3000","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61000","3025","3025","3025","0","0","0","3025","3025","3025","0","0","0","3025","3025","3025","0","0","0","3025","3025","3025","0","0","0","3025","3025","3025","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61500","3050","3050","3050","0","0","0","3050","3050","3050","0","0","0","3050","3050","3050","0","0","0","3050","3050","3050","0","0","0","3050","3050","3050","0","0","0","1000","1000","1000","0","0","0","1000","1000","1000","0","0","0","1000","1000","1000","0","0","0","1000","1000","1000","0","0","0","1000","1000","1000","0","0","0"
"62000","3075","3075","3075","0","0","0","3075","3075","3075","0","0","0","3075","3075","3075","0","0","0","3075","3075","3075","0","0","0","3075","3075","3075","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62500","3100","3100","3100","0","0","0","3100","3100","3100","0","0","0","3100","3100","3100","0","0","0","3100","3100","3100","0","0","0","3100","3100","3100","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63000","3125","3125","3125","0","0","0","3125","3125","3125","0","0","0","3125","3125","3125","0","0","0","3125","3125","3125","0","0","0","3125","3125","3125","0","0","0","1025","1025","1025","0","0","0","1025","1025","1025","0","0","0","1025","1025","1025","0","0","0","1025","1025","1025","0","0","0","1025","1025","1025","0","0","0"
"63500","3150","3150","3150","0","0","0","3150","3150","3150","0","0","0","3150","3150","3150","0","0","0","3150","3150","3150","0","0","0","3150","3150","3150","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64000","3175","3175","3175","0","0","0","3175","3175","3175","0","0","0","3175","3175","3175","0","0","0","3175","3175","3175","0","0","0","3175","3175","3175","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64500","3200","3200","3200","0","0","0","3200","3200","3200","0","0","0","3200","3200","3200","0","0","0","3200","3200","3200","0","0","0","3200","3200","3200","0","0","0","1050","1050","1050","0","0","0","1050","1050","1050","0","0","0","1050","1050","1050","0","0","0","1050","1050","1050","0","0","0","1050","1050","1050","0","0","0"
"65000","3225","3225","3225","0","0","0","3225","3225","3225","0","0","0","3225","3225","3225","0","0","0","3225","3225","3225","0","0","0","3225","3225","3225","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65500","3250","3250","3250","0","0","0","3250","3250","3250","0","0","0","3250","3250","3250","0","0","0","3250","3250","3250","0","0","0","3250","3250","3250","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66000","3275","3275","3275","0","0","0","3275","3275","3275","0","0","0","3275","3275","3275","0","0","0","3275","3275","3275","0","0","0","3275","3275","3275","0","0","0","1075","1075","1075","0","0","0","1075","1075","1075","0","0","0","1075","1075","1075","0","0","0","1075","1075","1075","0","0","0","1075","1075","1075","0","0","0"
"66500","3300","3300","3300","0","0","0","3300","3300","3300","0","0","0","3300","3300","3300","0","0","0","3300","3300","3300","0","0","0","3300","3300","3300","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67000","3325","3325","3325","0","0","0","3325","3325","3325","0","0","0","3325","3325","3325","0","0","0","3325","3325","3325","0","0","0","3325","3325","3325","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67500","3350","3350","3350","0","0","0","3350","3350","3350","0","0","0","3350","3350","3350","0","0","0","3350","3350","3350","0","0","0","3350","3350","3350","0","0","0","1100","1100","1100","0","0","0","1100","1100","1100","0","0","0","1100","1100","1100","0","0","0","1100","1100","1100","0","0","0","1100","1100","1100","0","0","0"
"68000","3375","3375","3375","0","0","0","3375","3375","3375","0","0","0","3375","3375","3375","0","0","0","3375","3375","3375","0","0","0","3375","3375","3375","0.04","0.04","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68500","3400","3400","3400","0","0","0","3400","3400","3400","0","0","0","3400","3400","3400","0","0","0","3400","3400","3400","0","0","0","3400","3400","3400","0.04","0.04","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69000","3425","3425","3425","0","0","0","3425","3425","3425","0","0","0","3425","3425","3425","0","0","0","3425","3425","3425","0","0","0","3425","3425","3425","0.04","0.04","0.04","1125","1125","1125","0","0","0","1125","1125","1125","0","0","0","1125","1125","1125","0","0","0","1125","1125","1125","0","0","0","1125","1125","1125","0","0","0"
"69500","3450","3450","3450","0","0","0","3450","3450","3450","0","0","0","3450","3450","3450","0","0","0","3450","3450","3450","0","0","0","3450","3450","3450","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70000","3475","3475","3475","0","0","0","3475","3475","3475","0","0","0","3475","3475","3475","0","0","0","3475","3475","3475","0","0","0","3475","3475","3475","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70500","3500","3500","3500","0","0","0","3500","3500","3500","0","0","0","3500","3500","3500","0","0","0","3500","3500","3500","0","0","0","3500","3500","3500","0","0","0","1150","1150","1150","0","0","0","1150","1150","1150","0","0","0","1150","1150","1150","0","0","0","1150","1150","1150","0.04","0.04","0.04","1150","1150","1150","0","0","0"
"71000","3525","3525","3525","0","0","0","3525","3525","3525","0","0","0","3525","3525","3525","0","0","0","3525","3525","3525","0","0","0","3525","3525","3525","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"71500","3550","3550","3550","0","0","0","3550","3550","3550","0","0","0","3550","3550","3550","0","0","0","3550","3550","3550","0","0","0","3550","3550","3550","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72000","3575","3575","3575","0","0","0","3575","3575","3575","0","0","0","3575","3575","3575","0","0","0","3575","3575","3575","0","0","0","3575","3575","3575","0","0","0","1175","1175","1175","0","0","0","1175","1175","1175","0","0","0","1175","1175","1175","0","0","0","1175","1175","1175","0","0","0","1175","1175","1175","0","0","0"
"72500","3600","3600","3600","0","0","0","3600","3600","3600","0","0","0","3600","3600","3600","0","0","0","3600","3600","3600","0","0","0","3600","3600","3600","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73000","3625","3625","3625","0","0","0","3625","3625","3625","0","0","0","3625","3625","3625","0","0","0","3625","3625","3625","0","0","0","3625","3625","3625","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
