"time_steps","silvery-sweep-6 - _step","silvery-sweep-6 - _step__MIN","silvery-sweep-6 - _step__MAX","silvery-sweep-6 - episode_waypoints_percent_mean","silvery-sweep-6 - episode_waypoints_percent_mean__MIN","silvery-sweep-6 - episode_waypoints_percent_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - episode_waypoints_percent_mean","jumping-sweep-5 - episode_waypoints_percent_mean__MIN","jumping-sweep-5 - episode_waypoints_percent_mean__MAX","zany-sweep-4 - _step","zany-sweep-4 - _step__MIN","zany-sweep-4 - _step__MAX","zany-sweep-4 - episode_waypoints_percent_mean","zany-sweep-4 - episode_waypoints_percent_mean__MIN","zany-sweep-4 - episode_waypoints_percent_mean__MAX","visionary-sweep-3 - _step","visionary-sweep-3 - _step__MIN","visionary-sweep-3 - _step__MAX","visionary-sweep-3 - episode_waypoints_percent_mean","visionary-sweep-3 - episode_waypoints_percent_mean__MIN","visionary-sweep-3 - episode_waypoints_percent_mean__MAX","wandering-sweep-2 - _step","wandering-sweep-2 - _step__MIN","wandering-sweep-2 - _step__MAX","wandering-sweep-2 - episode_waypoints_percent_mean","wandering-sweep-2 - episode_waypoints_percent_mean__MIN","wandering-sweep-2 - episode_waypoints_percent_mean__MAX","eager-sweep-5 - _step","eager-sweep-5 - _step__MIN","eager-sweep-5 - _step__MAX","eager-sweep-5 - episode_waypoints_percent_mean","eager-sweep-5 - episode_waypoints_percent_mean__MIN","eager-sweep-5 - episode_waypoints_percent_mean__MAX","wild-sweep-3 - _step","wild-sweep-3 - _step__MIN","wild-sweep-3 - _step__MAX","wild-sweep-3 - episode_waypoints_percent_mean","wild-sweep-3 - episode_waypoints_percent_mean__MIN","wild-sweep-3 - episode_waypoints_percent_mean__MAX","blooming-sweep-4 - _step","blooming-sweep-4 - _step__MIN","blooming-sweep-4 - _step__MAX","blooming-sweep-4 - episode_waypoints_percent_mean","blooming-sweep-4 - episode_waypoints_percent_mean__MIN","blooming-sweep-4 - episode_waypoints_percent_mean__MAX","worldly-sweep-2 - _step","worldly-sweep-2 - _step__MIN","worldly-sweep-2 - _step__MAX","worldly-sweep-2 - episode_waypoints_percent_mean","worldly-sweep-2 - episode_waypoints_percent_mean__MIN","worldly-sweep-2 - episode_waypoints_percent_mean__MAX","eager-sweep-1 - _step","eager-sweep-1 - _step__MIN","eager-sweep-1 - _step__MAX","eager-sweep-1 - episode_waypoints_percent_mean","eager-sweep-1 - episode_waypoints_percent_mean__MIN","eager-sweep-1 - episode_waypoints_percent_mean__MAX"
"25000","1225","1225","1225","0.8290909090909092","0.8290909090909092","0.8290909090909092","1225","1225","1225","0.7927272727272726","0.7927272727272726","0.7927272727272726","1225","1225","1225","0.7418181818181817","0.7418181818181817","0.7418181818181817","1225","1225","1225","0.8581818181818182","0.8581818181818182","0.8581818181818182","1225","1225","1225","0.8218181818181818","0.8218181818181818","0.8218181818181818","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25500","1250","1250","1250","0.8290909090909092","0.8290909090909092","0.8290909090909092","1250","1250","1250","0.8","0.8","0.8","1250","1250","1250","0.7927272727272726","0.7927272727272726","0.7927272727272726","1250","1250","1250","0.8363636363636364","0.8363636363636364","0.8363636363636364","1250","1250","1250","0.8145454545454546","0.8145454545454546","0.8145454545454546","400","400","400","0.8109090909090909","0.8109090909090909","0.8109090909090909","400","400","400","0.869090909090909","0.869090909090909","0.869090909090909","400","400","400","0.8254545454545454","0.8254545454545454","0.8254545454545454","400","400","400","0.8618181818181817","0.8618181818181817","0.8618181818181817","400","400","400","0.7781818181818181","0.7781818181818181","0.7781818181818181"
"26000","1275","1275","1275","0.8581818181818183","0.8581818181818183","0.8581818181818183","1275","1275","1275","0.8436363636363636","0.8436363636363636","0.8436363636363636","1275","1275","1275","0.8363636363636363","0.8363636363636363","0.8363636363636363","1275","1275","1275","0.8545454545454545","0.8545454545454545","0.8545454545454545","1275","1275","1275","0.7527272727272727","0.7527272727272727","0.7527272727272727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26500","1300","1300","1300","0.8509090909090908","0.8509090909090908","0.8509090909090908","1300","1300","1300","0.8581818181818183","0.8581818181818183","0.8581818181818183","1300","1300","1300","0.8654545454545455","0.8654545454545455","0.8654545454545455","1300","1300","1300","0.8145454545454546","0.8145454545454546","0.8145454545454546","1300","1300","1300","0.7345454545454545","0.7345454545454545","0.7345454545454545","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27000","1325","1325","1325","0.8509090909090908","0.8509090909090908","0.8509090909090908","1325","1325","1325","0.8763636363636365","0.8763636363636365","0.8763636363636365","1325","1325","1325","0.8618181818181818","0.8618181818181818","0.8618181818181818","1325","1325","1325","0.7927272727272728","0.7927272727272728","0.7927272727272728","1325","1325","1325","0.8109090909090909","0.8109090909090909","0.8109090909090909","425","425","425","0.8909090909090908","0.8909090909090908","0.8909090909090908","425","425","425","0.8981818181818181","0.8981818181818181","0.8981818181818181","425","425","425","0.8654545454545455","0.8654545454545455","0.8654545454545455","425","425","425","0.8509090909090908","0.8509090909090908","0.8509090909090908","425","425","425","0.8581818181818182","0.8581818181818182","0.8581818181818182"
"27500","1350","1350","1350","0.8581818181818183","0.8581818181818183","0.8581818181818183","1350","1350","1350","0.8909090909090908","0.8909090909090908","0.8909090909090908","1350","1350","1350","0.8363636363636363","0.8363636363636363","0.8363636363636363","1350","1350","1350","0.8218181818181819","0.8218181818181819","0.8218181818181819","1350","1350","1350","0.8072727272727274","0.8072727272727274","0.8072727272727274","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28000","1375","1375","1375","0.8727272727272727","0.8727272727272727","0.8727272727272727","1375","1375","1375","0.8654545454545455","0.8654545454545455","0.8654545454545455","1375","1375","1375","0.8181818181818181","0.8181818181818181","0.8181818181818181","1375","1375","1375","0.8727272727272728","0.8727272727272728","0.8727272727272728","1375","1375","1375","0.8290909090909091","0.8290909090909091","0.8290909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28500","1400","1400","1400","0.8581818181818183","0.8581818181818183","0.8581818181818183","1400","1400","1400","0.8472727272727272","0.8472727272727272","0.8472727272727272","1400","1400","1400","0.8290909090909091","0.8290909090909091","0.8290909090909091","1400","1400","1400","0.9090909090909091","0.9090909090909091","0.9090909090909091","1400","1400","1400","0.8363636363636364","0.8363636363636364","0.8363636363636364","450","450","450","0.8654545454545455","0.8654545454545455","0.8654545454545455","450","450","450","0.8872727272727273","0.8872727272727273","0.8872727272727273","450","450","450","0.869090909090909","0.869090909090909","0.869090909090909","450","450","450","0.9018181818181817","0.9018181818181817","0.9018181818181817","450","450","450","0.8472727272727272","0.8472727272727272","0.8472727272727272"
"29000","1425","1425","1425","0.8327272727272726","0.8327272727272726","0.8327272727272726","1425","1425","1425","0.8436363636363634","0.8436363636363634","0.8436363636363634","1425","1425","1425","0.8581818181818182","0.8581818181818182","0.8581818181818182","1425","1425","1425","0.9090909090909091","0.9090909090909091","0.9090909090909091","1425","1425","1425","0.8509090909090908","0.8509090909090908","0.8509090909090908","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29500","1450","1450","1450","0.8399999999999999","0.8399999999999999","0.8399999999999999","1450","1450","1450","0.869090909090909","0.869090909090909","0.869090909090909","1450","1450","1450","0.8618181818181817","0.8618181818181817","0.8618181818181817","1450","1450","1450","0.9090909090909091","0.9090909090909091","0.9090909090909091","1450","1450","1450","0.8654545454545455","0.8654545454545455","0.8654545454545455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30000","1475","1475","1475","0.8618181818181817","0.8618181818181817","0.8618181818181817","1475","1475","1475","0.8909090909090908","0.8909090909090908","0.8909090909090908","1475","1475","1475","0.8654545454545455","0.8654545454545455","0.8654545454545455","1475","1475","1475","0.9090909090909091","0.9090909090909091","0.9090909090909091","1475","1475","1475","0.8581818181818182","0.8581818181818182","0.8581818181818182","475","475","475","0.8981818181818183","0.8981818181818183","0.8981818181818183","475","475","475","0.8472727272727273","0.8472727272727273","0.8472727272727273","475","475","475","0.9090909090909091","0.9090909090909091","0.9090909090909091","475","475","475","0.8763636363636365","0.8763636363636365","0.8763636363636365","475","475","475","0.869090909090909","0.869090909090909","0.869090909090909"
"30500","1500","1500","1500","0.9054545454545455","0.9054545454545455","0.9054545454545455","1500","1500","1500","0.9090909090909091","0.9090909090909091","0.9090909090909091","1500","1500","1500","0.8763636363636365","0.8763636363636365","0.8763636363636365","1500","1500","1500","0.8981818181818183","0.8981818181818183","0.8981818181818183","1500","1500","1500","0.8581818181818183","0.8581818181818183","0.8581818181818183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31000","1525","1525","1525","0.9090909090909091","0.9090909090909091","0.9090909090909091","1525","1525","1525","0.9054545454545453","0.9054545454545453","0.9054545454545453","1525","1525","1525","0.8727272727272727","0.8727272727272727","0.8727272727272727","1525","1525","1525","0.88","0.88","0.88","1525","1525","1525","0.8654545454545455","0.8654545454545455","0.8654545454545455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31500","1550","1550","1550","0.9018181818181817","0.9018181818181817","0.9018181818181817","1550","1550","1550","0.9054545454545455","0.9054545454545455","0.9054545454545455","1550","1550","1550","0.8763636363636365","0.8763636363636365","0.8763636363636365","1550","1550","1550","0.88","0.88","0.88","1550","1550","1550","0.8981818181818183","0.8981818181818183","0.8981818181818183","500","500","500","0.8872727272727273","0.8872727272727273","0.8872727272727273","500","500","500","0.8290909090909091","0.8290909090909091","0.8290909090909091","500","500","500","0.9054545454545455","0.9054545454545455","0.9054545454545455","500","500","500","0.8872727272727271","0.8872727272727271","0.8872727272727271","500","500","500","0.8981818181818183","0.8981818181818183","0.8981818181818183"
"32000","1575","1575","1575","0.9018181818181817","0.9018181818181817","0.9018181818181817","1575","1575","1575","0.8763636363636365","0.8763636363636365","0.8763636363636365","1575","1575","1575","0.8981818181818183","0.8981818181818183","0.8981818181818183","1575","1575","1575","0.8909090909090908","0.8909090909090908","0.8909090909090908","1575","1575","1575","0.8945454545454545","0.8945454545454545","0.8945454545454545","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32500","1600","1600","1600","0.8872727272727272","0.8872727272727272","0.8872727272727272","1600","1600","1600","0.8799999999999999","0.8799999999999999","0.8799999999999999","1600","1600","1600","0.8981818181818183","0.8981818181818183","0.8981818181818183","1600","1600","1600","0.9018181818181817","0.9018181818181817","0.9018181818181817","1600","1600","1600","0.869090909090909","0.869090909090909","0.869090909090909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33000","1625","1625","1625","0.8945454545454545","0.8945454545454545","0.8945454545454545","1625","1625","1625","0.8799999999999999","0.8799999999999999","0.8799999999999999","1625","1625","1625","0.8618181818181817","0.8618181818181817","0.8618181818181817","1625","1625","1625","0.9018181818181817","0.9018181818181817","0.9018181818181817","1625","1625","1625","0.84","0.84","0.84","525","525","525","0.9090909090909091","0.9090909090909091","0.9090909090909091","525","525","525","0.8581818181818182","0.8581818181818182","0.8581818181818182","525","525","525","0.8909090909090908","0.8909090909090908","0.8909090909090908","525","525","525","0.9090909090909091","0.9090909090909091","0.9090909090909091","525","525","525","0.9018181818181817","0.9018181818181817","0.9018181818181817"
"33500","1650","1650","1650","0.8945454545454545","0.8945454545454545","0.8945454545454545","1650","1650","1650","0.8799999999999999","0.8799999999999999","0.8799999999999999","1650","1650","1650","0.850909090909091","0.850909090909091","0.850909090909091","1650","1650","1650","0.9018181818181817","0.9018181818181817","0.9018181818181817","1650","1650","1650","0.8436363636363636","0.8436363636363636","0.8436363636363636","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34000","1675","1675","1675","0.9090909090909091","0.9090909090909091","0.9090909090909091","1675","1675","1675","0.9090909090909091","0.9090909090909091","0.9090909090909091","1675","1675","1675","0.8545454545454545","0.8545454545454545","0.8545454545454545","1675","1675","1675","0.9090909090909091","0.9090909090909091","0.9090909090909091","1675","1675","1675","0.869090909090909","0.869090909090909","0.869090909090909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34500","1700","1700","1700","0.9090909090909091","0.9090909090909091","0.9090909090909091","1700","1700","1700","0.8909090909090908","0.8909090909090908","0.8909090909090908","1700","1700","1700","0.8981818181818183","0.8981818181818183","0.8981818181818183","1700","1700","1700","0.9090909090909091","0.9090909090909091","0.9090909090909091","1700","1700","1700","0.8654545454545455","0.8654545454545455","0.8654545454545455","550","550","550","0.8981818181818183","0.8981818181818183","0.8981818181818183","550","550","550","0.8981818181818183","0.8981818181818183","0.8981818181818183","550","550","550","0.8909090909090908","0.8909090909090908","0.8909090909090908","550","550","550","0.8872727272727273","0.8872727272727273","0.8872727272727273","550","550","550","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"35000","1725","1725","1725","0.8909090909090908","0.8909090909090908","0.8909090909090908","1725","1725","1725","0.8727272727272727","0.8727272727272727","0.8727272727272727","1725","1725","1725","0.9090909090909091","0.9090909090909091","0.9090909090909091","1725","1725","1725","0.9090909090909091","0.9090909090909091","0.9090909090909091","1725","1725","1725","0.8654545454545455","0.8654545454545455","0.8654545454545455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35500","1750","1750","1750","0.8909090909090908","0.8909090909090908","0.8909090909090908","1750","1750","1750","0.8654545454545455","0.8654545454545455","0.8654545454545455","1750","1750","1750","0.9090909090909091","0.9090909090909091","0.9090909090909091","1750","1750","1750","0.9090909090909091","0.9090909090909091","0.9090909090909091","1750","1750","1750","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36000","1775","1775","1775","0.8909090909090908","0.8909090909090908","0.8909090909090908","1775","1775","1775","0.8836363636363636","0.8836363636363636","0.8836363636363636","1775","1775","1775","0.9090909090909091","0.9090909090909091","0.9090909090909091","1775","1775","1775","0.9090909090909091","0.9090909090909091","0.9090909090909091","1775","1775","1775","0.8872727272727273","0.8872727272727273","0.8872727272727273","575","575","575","0.9090909090909091","0.9090909090909091","0.9090909090909091","575","575","575","0.8872727272727273","0.8872727272727273","0.8872727272727273","575","575","575","0.9090909090909091","0.9090909090909091","0.9090909090909091","575","575","575","0.9018181818181817","0.9018181818181817","0.9018181818181817","575","575","575","0.8836363636363636","0.8836363636363636","0.8836363636363636"
"36500","1800","1800","1800","0.9090909090909091","0.9090909090909091","0.9090909090909091","1800","1800","1800","0.9018181818181817","0.9018181818181817","0.9018181818181817","1800","1800","1800","0.9090909090909091","0.9090909090909091","0.9090909090909091","1800","1800","1800","0.9090909090909091","0.9090909090909091","0.9090909090909091","1800","1800","1800","0.8836363636363636","0.8836363636363636","0.8836363636363636","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37000","1825","1825","1825","0.8909090909090908","0.8909090909090908","0.8909090909090908","1825","1825","1825","0.9090909090909091","0.9090909090909091","0.9090909090909091","1825","1825","1825","0.9090909090909091","0.9090909090909091","0.9090909090909091","1825","1825","1825","0.9090909090909091","0.9090909090909091","0.9090909090909091","1825","1825","1825","0.9054545454545455","0.9054545454545455","0.9054545454545455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
